,face_engaged,face_glasses,face_happy,face_lefteyeclosed,face_lookingaway,face_mouthmoved,face_mouthopen,face_pitch,face_righteyeclosed,face_roll,face_size,face_yaw,hip_rot,index,shoulder_rot,ElbowLeftX,ElbowLeftY,ElbowLeftZ,ElbowRightX,ElbowRightY,ElbowRightZ,HeadX,HeadY,HeadZ,HipLeftX,HipLeftY,HipLeftZ,HipRightX,HipRightY,HipRightZ,NeckX,NeckY,NeckZ,ShoulderLeftX,ShoulderLeftY,ShoulderLeftZ,ShoulderRightX,ShoulderRightY,ShoulderRightZ,SpineBaseX,SpineBaseY,SpineBaseZ,SpineMidX,SpineMidY,SpineMidZ,SpineShoulderX,SpineShoulderY,SpineShoulderZ,WristLeftX,WristLeftY,WristLeftZ,WristRightX,WristRightY,WristRightZ,pedes_posX,pedes_posY,pedes_posZ,Activity
0,no,unknown,unknown,unknown,yes,unknown,unknown,30,unknown,20,0,30,-0.385723578,3,-0.37604074,0.03953678,0.1878075,1.492698,0.515648365,0.230809674,1.27125156,0.1873136,0.7197325,1.39821815,0.216301292,2.54E-06,1.37169182,0.354631037,0.006771681,1.315521,0.233435288,0.605827868,1.40103412,0.084844515,0.454684734,1.42428589,0.386709839,0.47341916,1.30510068,0.293016464,0.003558945,1.37943912,0.2616066,0.313267648,1.39827776,0.23987937,0.534295142,1.4013052,-0.032113336,-0.029377194,1.42327452,0.498120546,0.027919784,1.141602,0.2616066,0.313267648,1.39827776,Approaching
1,no,unknown,unknown,unknown,yes,unknown,unknown,30,unknown,20,0,30,-0.365763866,3,-0.377117179,0.03502844,0.1906661,1.49942827,0.5110787,0.230401054,1.27608752,0.197409973,0.722978354,1.40777016,0.213346452,-0.004678783,1.3770951,0.352086037,-0.00247753,1.32395816,0.2413848,0.6052898,1.41268623,0.08460368,0.467633247,1.45240283,0.39789924,0.472938657,1.32831466,0.290138364,-0.00345322,1.38630033,0.264427274,0.310272247,1.40518665,0.247039914,0.5334232,1.412496,-0.045695126,-0.022877917,1.43095064,0.489795744,0.0318597,1.14118814,0.264427274,0.310272247,1.40518665,Approaching
2,no,unknown,unknown,unknown,yes,unknown,unknown,30,unknown,20,0,30,-0.365763866,3,-0.377117179,0.03502844,0.1906661,1.49942827,0.5110787,0.230401054,1.27608752,0.197409973,0.722978354,1.40777016,0.213346452,-0.004678783,1.3770951,0.352086037,-0.00247753,1.32395816,0.2413848,0.6052898,1.41268623,0.08460368,0.467633247,1.45240283,0.39789924,0.472938657,1.32831466,0.290138364,-0.00345322,1.38630033,0.264427274,0.310272247,1.40518665,0.247039914,0.5334232,1.412496,-0.045695126,-0.022877917,1.43095064,0.489795744,0.0318597,1.14118814,0.264427274,0.310272247,1.40518665,Approaching
3,no,yes,no,yes,yes,yes,no,25,yes,20,0,20,-0.310909796,3,-0.340807746,0.027248003,0.19451569,1.50562537,0.504811,0.230046123,1.29063416,0.208584487,0.7257026,1.42002845,0.207052112,-0.008537925,1.38868749,0.345419139,-0.00239969,1.34422588,0.249919981,0.6043949,1.42928123,0.085356705,0.4695867,1.46314692,0.4073784,0.4709051,1.34894323,0.283599079,-0.006103206,1.40194619,0.2668776,0.3083618,1.42089546,0.2542621,0.5325895,1.42900515,-0.063712545,-0.01308539,1.436108,0.483712018,0.038925074,1.14721572,0.2668776,0.3083618,1.42089546,Approaching
4,no,yes,no,yes,yes,yes,no,25,yes,20,0,20,-0.310909796,3,-0.340807746,0.027248003,0.19451569,1.50562537,0.504811,0.230046123,1.29063416,0.208584487,0.7257026,1.42002845,0.207052112,-0.008537925,1.38868749,0.345419139,-0.00239969,1.34422588,0.249919981,0.6043949,1.42928123,0.085356705,0.4695867,1.46314692,0.4073784,0.4709051,1.34894323,0.283599079,-0.006103206,1.40194619,0.2668776,0.3083618,1.42089546,0.2542621,0.5325895,1.42900515,-0.063712545,-0.01308539,1.436108,0.483712018,0.038925074,1.14721572,0.2668776,0.3083618,1.42089546,Approaching
5,no,yes,no,yes,yes,yes,yes,20,yes,15,0,15,-0.246109624,3,-0.288588169,0.015853794,0.21082589,1.51142633,0.5044073,0.21841459,1.33831131,0.2221063,0.7292017,1.443763,0.2016709,-0.0088436,1.39928293,0.3427966,0.00288608,1.36383188,0.259485871,0.6045724,1.4598875,0.08763412,0.471613765,1.48175788,0.419710964,0.467008531,1.38317227,0.279187828,-0.00335347,1.417435,0.269336283,0.309947133,1.44419408,0.2621158,0.533235133,1.45784771,-0.072899,0.008585045,1.43200481,0.487418354,0.031315383,1.1939019,0.269336283,0.309947133,1.44419408,Approaching
6,no,yes,no,yes,yes,yes,yes,20,yes,15,0,15,-0.246109624,3,-0.288588169,0.015853794,0.21082589,1.51142633,0.5044073,0.21841459,1.33831131,0.2221063,0.7292017,1.443763,0.2016709,-0.0088436,1.39928293,0.3427966,0.00288608,1.36383188,0.259485871,0.6045724,1.4598875,0.08763412,0.471613765,1.48175788,0.419710964,0.467008531,1.38317227,0.279187828,-0.00335347,1.417435,0.269336283,0.309947133,1.44419408,0.2621158,0.533235133,1.45784771,-0.072899,0.008585045,1.43200481,0.487418354,0.031315383,1.1939019,0.269336283,0.309947133,1.44419408,Approaching
7,no,yes,no,yes,yes,yes,no,20,yes,15,0,20,-0.237642431,3,-0.290173555,0.016595101,0.2143869,1.513816,0.508963048,0.21158132,1.354029,0.227335826,0.7303015,1.45493627,0.200407013,-0.008931229,1.40264046,0.342816263,0.003157727,1.36814618,0.263600171,0.6041385,1.47133279,0.09112313,0.47228387,1.49152577,0.42308107,0.466023147,1.39240253,0.278574556,-0.003148504,1.4214437,0.271151453,0.3098058,1.45203793,0.2656974,0.532864,1.46841741,-0.070603594,0.013841373,1.4306885,0.5020309,0.014436329,1.22539365,0.271151453,0.3098058,1.45203793,Approaching
8,no,yes,no,yes,yes,yes,no,20,yes,15,0,20,-0.237642431,3,-0.290173555,0.016595101,0.2143869,1.513816,0.508963048,0.21158132,1.354029,0.227335826,0.7303015,1.45493627,0.200407013,-0.008931229,1.40264046,0.342816263,0.003157727,1.36814618,0.263600171,0.6041385,1.47133279,0.09112313,0.47228387,1.49152577,0.42308107,0.466023147,1.39240253,0.278574556,-0.003148504,1.4214437,0.271151453,0.3098058,1.45203793,0.2656974,0.532864,1.46841741,-0.070603594,0.013841373,1.4306885,0.5020309,0.014436329,1.22539365,0.271151453,0.3098058,1.45203793,Approaching
9,no,unknown,unknown,unknown,yes,unknown,unknown,20,unknown,10,0,25,-0.240913134,3,-0.304413132,0.034444906,0.208522111,1.52539182,0.5233033,0.200649455,1.36418021,0.241031751,0.7292553,1.47208571,0.203797132,-0.011048419,1.41184974,0.349493325,-0.002639266,1.37605441,0.28020227,0.602820754,1.48683715,0.107992671,0.46989277,1.504993,0.434197158,0.464276224,1.40250659,0.283736646,-0.006986262,1.43019474,0.2825192,0.306927741,1.46454787,0.2810651,0.531112432,1.48321164,-0.046398815,0.004689854,1.44487,0.526159465,-0.006570176,1.24880254,0.2825192,0.306927741,1.46454787,Approaching
10,no,unknown,unknown,unknown,yes,unknown,unknown,20,unknown,10,0,25,-0.240913134,3,-0.304413132,0.034444906,0.208522111,1.52539182,0.5233033,0.200649455,1.36418021,0.241031751,0.7292553,1.47208571,0.203797132,-0.011048419,1.41184974,0.349493325,-0.002639266,1.37605441,0.28020227,0.602820754,1.48683715,0.107992671,0.46989277,1.504993,0.434197158,0.464276224,1.40250659,0.283736646,-0.006986262,1.43019474,0.2825192,0.306927741,1.46454787,0.2810651,0.531112432,1.48321164,-0.046398815,0.004689854,1.44487,0.526159465,-0.006570176,1.24880254,0.2825192,0.306927741,1.46454787,Approaching
11,no,yes,no,yes,yes,yes,no,20,no,20,0,20,-0.242830808,3,-0.309367637,0.037685413,0.209055677,1.52602935,0.5260296,0.2008332,1.364668,0.244151533,0.7295699,1.47339,0.205553323,-0.011628214,1.41315877,0.3513066,-0.00374875,1.3770529,0.283032715,0.603028059,1.48815215,0.111629516,0.470644,1.50567031,0.434291959,0.464273453,1.40253758,0.285588384,-0.0078602,1.43137419,0.284965366,0.306595355,1.46582222,0.283814132,0.531186163,1.48451877,-0.04159413,0.004239643,1.44635,0.526819766,-0.006767795,1.24877763,0.284965366,0.306595355,1.46582222,Approaching
12,no,yes,no,yes,yes,yes,no,20,no,20,0,20,-0.242830808,3,-0.309367637,0.037685413,0.209055677,1.52602935,0.5260296,0.2008332,1.364668,0.244151533,0.7295699,1.47339,0.205553323,-0.011628214,1.41315877,0.3513066,-0.00374875,1.3770529,0.283032715,0.603028059,1.48815215,0.111629516,0.470644,1.50567031,0.434291959,0.464273453,1.40253758,0.285588384,-0.0078602,1.43137419,0.284965366,0.306595355,1.46582222,0.283814132,0.531186163,1.48451877,-0.04159413,0.004239643,1.44635,0.526819766,-0.006767795,1.24877763,0.284965366,0.306595355,1.46582222,Approaching
13,no,unknown,unknown,unknown,yes,unknown,unknown,20,unknown,15,0,25,-0.239301401,3,-0.299221479,0.040436335,0.207826361,1.52577829,0.528336048,0.20154503,1.36523819,0.2468571,0.729499042,1.47406209,0.208254859,-0.011881196,1.41479123,0.355459839,-0.004723172,1.37887669,0.2857344,0.6032983,1.48910427,0.114206366,0.470485568,1.50565684,0.44038707,0.463878483,1.4050355,0.289086133,-0.008468919,1.43312728,0.288196027,0.306501776,1.467188,0.2866593,0.531379759,1.48557174,-0.037279394,0.002279428,1.44635677,0.527256,-0.005813164,1.24889231,0.288196027,0.306501776,1.467188,Approaching
14,no,unknown,unknown,unknown,yes,unknown,unknown,20,unknown,15,0,25,-0.239301401,3,-0.299221479,0.040436335,0.207826361,1.52577829,0.528336048,0.20154503,1.36523819,0.2468571,0.729499042,1.47406209,0.208254859,-0.011881196,1.41479123,0.355459839,-0.004723172,1.37887669,0.2857344,0.6032983,1.48910427,0.114206366,0.470485568,1.50565684,0.44038707,0.463878483,1.4050355,0.289086133,-0.008468919,1.43312728,0.288196027,0.306501776,1.467188,0.2866593,0.531379759,1.48557174,-0.037279394,0.002279428,1.44635677,0.527256,-0.005813164,1.24889231,0.288196027,0.306501776,1.467188,Approaching
15,no,yes,no,yes,yes,yes,no,20,no,15,0,20,-0.230790764,3,-0.288135523,0.044831954,0.207064241,1.52434707,0.531515658,0.202031314,1.3659364,0.2525213,0.7300668,1.47498846,0.211856,-0.011781597,1.416232,0.360761553,-0.005749922,1.38124251,0.2908876,0.603969932,1.48977,0.118760228,0.471465856,1.50528979,0.447459638,0.463862926,1.40786874,0.2936613,-0.008916079,1.43503118,0.293177068,0.306651354,1.46850431,0.291787952,0.531928241,1.4864049,-0.02876412,0.000140396,1.44425154,0.5275993,-0.000686946,1.247083,0.293177068,0.306651354,1.46850431,Approaching
16,no,yes,no,yes,yes,yes,no,20,no,15,0,20,-0.230790764,3,-0.288135523,0.044831954,0.207064241,1.52434707,0.531515658,0.202031314,1.3659364,0.2525213,0.7300668,1.47498846,0.211856,-0.011781597,1.416232,0.360761553,-0.005749922,1.38124251,0.2908876,0.603969932,1.48977,0.118760228,0.471465856,1.50528979,0.447459638,0.463862926,1.40786874,0.2936613,-0.008916079,1.43503118,0.293177068,0.306651354,1.46850431,0.291787952,0.531928241,1.4864049,-0.02876412,0.000140396,1.44425154,0.5275993,-0.000686946,1.247083,0.293177068,0.306651354,1.46850431,Approaching
17,no,yes,no,yes,yes,yes,no,20,yes,15,0,25,-0.226416275,3,-0.282547292,0.049322434,0.209111452,1.51930118,0.533711135,0.203456208,1.36604726,0.256561279,0.7304259,1.47327089,0.2148128,-0.01146839,1.41658115,0.364793181,-0.006164966,1.38203073,0.2946064,0.6041679,1.48820639,0.122241668,0.4728018,1.50347364,0.451313764,0.464292675,1.40793931,0.297260374,-0.008966146,1.43561375,0.296813071,0.306750625,1.46806753,0.295483649,0.53210783,1.4851402,-0.02109261,0.00455483,1.42970347,0.525963,0.004110199,1.24140644,0.296813071,0.306750625,1.46806753,Approaching
18,no,yes,no,yes,yes,yes,no,20,yes,15,0,25,-0.226416275,3,-0.282547292,0.049322434,0.209111452,1.51930118,0.533711135,0.203456208,1.36604726,0.256561279,0.7304259,1.47327089,0.2148128,-0.01146839,1.41658115,0.364793181,-0.006164966,1.38203073,0.2946064,0.6041679,1.48820639,0.122241668,0.4728018,1.50347364,0.451313764,0.464292675,1.40793931,0.297260374,-0.008966146,1.43561375,0.296813071,0.306750625,1.46806753,0.295483649,0.53210783,1.4851402,-0.02109261,0.00455483,1.42970347,0.525963,0.004110199,1.24140644,0.296813071,0.306750625,1.46806753,Approaching
19,no,yes,no,yes,yes,yes,no,20,yes,20,0,25,-0.208398565,3,-0.255949135,0.028755136,0.208487168,1.48451161,0.5142254,0.200811386,1.34935343,0.22755082,0.729509532,1.44211781,0.194881991,-0.01279472,1.38926756,0.345264,-0.006001304,1.35746646,0.2674033,0.6043091,1.45613515,0.09417369,0.471923381,1.47398162,0.427024841,0.466110229,1.38687825,0.277277261,-0.009636963,1.40993965,0.273331136,0.306775779,1.439305,0.269215077,0.5322899,1.45389,-0.034540128,-0.000304539,1.39923322,0.507649541,-0.003683989,1.23331881,0.273331136,0.306775779,1.439305,Approaching
20,no,yes,no,yes,yes,yes,no,20,yes,20,0,25,-0.208398565,3,-0.255949135,0.028755136,0.208487168,1.48451161,0.5142254,0.200811386,1.34935343,0.22755082,0.729509532,1.44211781,0.194881991,-0.01279472,1.38926756,0.345264,-0.006001304,1.35746646,0.2674033,0.6043091,1.45613515,0.09417369,0.471923381,1.47398162,0.427024841,0.466110229,1.38687825,0.277277261,-0.009636963,1.40993965,0.273331136,0.306775779,1.439305,0.269215077,0.5322899,1.45389,-0.034540128,-0.000304539,1.39923322,0.507649541,-0.003683989,1.23331881,0.273331136,0.306775779,1.439305,Approaching
21,no,unknown,unknown,unknown,yes,unknown,unknown,25,unknown,15,0,30,-0.192075097,3,-0.252515382,0.019292383,0.209406123,1.46819413,0.503107369,0.203479588,1.34103775,0.216999725,0.728787065,1.43083286,0.186655849,-0.01265322,1.3711201,0.336975157,-0.003388662,1.34188712,0.255683839,0.6055873,1.44291818,0.084085465,0.472493351,1.45963824,0.417703539,0.467359662,1.37355709,0.268881917,-0.008213106,1.3931253,0.263127565,0.30828768,1.42425811,0.2578362,0.533651948,1.44020593,-0.042335667,0.000343987,1.38225842,0.4944604,7.94E-05,1.22301877,0.263127565,0.30828768,1.42425811,Approaching
22,no,unknown,unknown,unknown,yes,unknown,unknown,25,unknown,15,0,30,-0.192075097,3,-0.252515382,0.019292383,0.209406123,1.46819413,0.503107369,0.203479588,1.34103775,0.216999725,0.728787065,1.43083286,0.186655849,-0.01265322,1.3711201,0.336975157,-0.003388662,1.34188712,0.255683839,0.6055873,1.44291818,0.084085465,0.472493351,1.45963824,0.417703539,0.467359662,1.37355709,0.268881917,-0.008213106,1.3931253,0.263127565,0.30828768,1.42425811,0.2578362,0.533651948,1.44020593,-0.042335667,0.000343987,1.38225842,0.4944604,7.94E-05,1.22301877,0.263127565,0.30828768,1.42425811,Approaching
23,no,unknown,unknown,unknown,yes,unknown,unknown,25,unknown,15,0,30,-0.207570509,3,-0.286450595,0.013819983,0.209097072,1.45452285,0.494918764,0.203865588,1.3290416,0.210702211,0.72775054,1.4213078,0.182765782,-0.013475882,1.36137414,0.33141917,-0.002741347,1.33006716,0.247954175,0.6062641,1.43106508,0.08223861,0.472219884,1.45619869,0.409651637,0.4674771,1.35975873,0.264114738,-0.008354575,1.38238859,0.2568751,0.30866012,1.41294694,0.250466436,0.534275353,1.42847764,-0.046373356,0.000849603,1.36533225,0.48547408,-0.001146738,1.2129544,0.2568751,0.30866012,1.41294694,Approaching
24,no,unknown,unknown,unknown,yes,unknown,unknown,25,unknown,15,0,30,-0.207570509,3,-0.286450595,0.013819983,0.209097072,1.45452285,0.494918764,0.203865588,1.3290416,0.210702211,0.72775054,1.4213078,0.182765782,-0.013475882,1.36137414,0.33141917,-0.002741347,1.33006716,0.247954175,0.6062641,1.43106508,0.08223861,0.472219884,1.45619869,0.409651637,0.4674771,1.35975873,0.264114738,-0.008354575,1.38238859,0.2568751,0.30866012,1.41294694,0.250466436,0.534275353,1.42847764,-0.046373356,0.000849603,1.36533225,0.48547408,-0.001146738,1.2129544,0.2568751,0.30866012,1.41294694,Approaching
25,no,unknown,unknown,unknown,yes,unknown,unknown,30,unknown,20,0,35,-0.203229582,3,-0.302568742,0.011673607,0.209090248,1.44755769,0.490811229,0.204243511,1.32019651,0.207148373,0.7273581,1.41580641,0.181193277,-0.01482756,1.35465431,0.329346329,-0.002425279,1.32412374,0.244239658,0.6067391,1.42450249,0.081049964,0.471917361,1.45374107,0.406032354,0.46775952,1.35229683,0.262266457,-0.008853661,1.37608492,0.2540793,0.308706462,1.4065367,0.246975988,0.534655154,1.42195225,-0.04739798,0.001243808,1.35653639,0.482066,-0.00205058,1.20761263,0.2540793,0.308706462,1.4065367,Approaching
26,no,unknown,unknown,unknown,yes,unknown,unknown,30,unknown,20,0,35,-0.203229582,3,-0.302568742,0.011673607,0.209090248,1.44755769,0.490811229,0.204243511,1.32019651,0.207148373,0.7273581,1.41580641,0.181193277,-0.01482756,1.35465431,0.329346329,-0.002425279,1.32412374,0.244239658,0.6067391,1.42450249,0.081049964,0.471917361,1.45374107,0.406032354,0.46775952,1.35229683,0.262266457,-0.008853661,1.37608492,0.2540793,0.308706462,1.4065367,0.246975988,0.534655154,1.42195225,-0.04739798,0.001243808,1.35653639,0.482066,-0.00205058,1.20761263,0.2540793,0.308706462,1.4065367,Approaching
27,no,yes,no,yes,yes,yes,no,20,yes,5,0,15,-0.240066779,3,-0.317890822,0.007848431,0.206144378,1.422784,0.480823457,0.2037587,1.28500175,0.196295276,0.722864,1.39055824,0.1725906,-0.017395066,1.33436167,0.319262534,-0.004785237,1.29845822,0.234465852,0.60773325,1.3984828,0.06839617,0.469826162,1.42285562,0.390668243,0.4661388,1.31681192,0.252784759,-0.011389502,1.35314965,0.244368628,0.3081759,1.38213515,0.23719281,0.535319149,1.39633465,-0.045627836,-0.000477608,1.32526219,0.4706421,-0.006490388,1.18061876,0.244368628,0.3081759,1.38213515,Approaching
28,no,yes,no,yes,yes,yes,no,20,yes,5,0,15,-0.240066779,3,-0.317890822,0.007848431,0.206144378,1.422784,0.480823457,0.2037587,1.28500175,0.196295276,0.722864,1.39055824,0.1725906,-0.017395066,1.33436167,0.319262534,-0.004785237,1.29845822,0.234465852,0.60773325,1.3984828,0.06839617,0.469826162,1.42285562,0.390668243,0.4661388,1.31681192,0.252784759,-0.011389502,1.35314965,0.244368628,0.3081759,1.38213515,0.23719281,0.535319149,1.39633465,-0.045627836,-0.000477608,1.32526219,0.4706421,-0.006490388,1.18061876,0.244368628,0.3081759,1.38213515,Approaching
29,no,yes,no,no,yes,yes,no,20,no,0,0,15,-0.262922207,3,-0.335247846,0.007035295,0.20388414,1.41313386,0.4784189,0.201577768,1.26921654,0.193579957,0.720719457,1.38128161,0.168592051,-0.018397557,1.32744718,0.313803,-0.00623924,1.28836322,0.23223801,0.60815233,1.38714981,0.06680142,0.4702878,1.41414845,0.3854439,0.465264618,1.30313373,0.247972384,-0.012652362,1.34469759,0.2408466,0.3078481,1.37232316,0.234637648,0.5355732,1.38538671,-0.04355822,-0.002490789,1.31330752,0.4669308,-0.010064415,1.16788709,0.2408466,0.3078481,1.37232316,Approaching
30,no,yes,no,no,yes,yes,no,20,no,0,0,15,-0.262922207,3,-0.335247846,0.007035295,0.20388414,1.41313386,0.4784189,0.201577768,1.26921654,0.193579957,0.720719457,1.38128161,0.168592051,-0.018397557,1.32744718,0.313803,-0.00623924,1.28836322,0.23223801,0.60815233,1.38714981,0.06680142,0.4702878,1.41414845,0.3854439,0.465264618,1.30313373,0.247972384,-0.012652362,1.34469759,0.2408466,0.3078481,1.37232316,0.234637648,0.5355732,1.38538671,-0.04355822,-0.002490789,1.31330752,0.4669308,-0.010064415,1.16788709,0.2408466,0.3078481,1.37232316,Approaching
31,no,unknown,unknown,unknown,yes,unknown,unknown,-15,unknown,-10,0,35,0.368743753,3,-0.27771589,-0.23355855,0.259848922,0.485117,0.150187984,-0.05519095,0.6465658,-0.219872028,0.272632837,0.6687641,-0.421296716,0.039491847,1.09965479,-0.344800681,0.038802218,1.12921429,-0.152475789,0.182479024,0.70752275,-0.29449445,0.11207518,0.771795154,-0.018363355,0.11426162,0.6930749,-0.395231932,0.04013601,1.14945459,-0.276132733,0.110607877,0.9320919,-0.183785021,0.16618754,0.7658553,-0.021485917,0.124492921,0.6609052,-0.06921384,0.042954274,0.66178,-0.276132733,0.110607877,0.9320919,Approaching
32,no,unknown,unknown,unknown,yes,unknown,unknown,-15,unknown,-10,0,35,0.368743753,3,-0.27771589,-0.23355855,0.259848922,0.485117,0.150187984,-0.05519095,0.6465658,-0.219872028,0.272632837,0.6687641,-0.421296716,0.039491847,1.09965479,-0.344800681,0.038802218,1.12921429,-0.152475789,0.182479024,0.70752275,-0.29449445,0.11207518,0.771795154,-0.018363355,0.11426162,0.6930749,-0.395231932,0.04013601,1.14945459,-0.276132733,0.110607877,0.9320919,-0.183785021,0.16618754,0.7658553,-0.021485917,0.124492921,0.6609052,-0.06921384,0.042954274,0.66178,-0.276132733,0.110607877,0.9320919,Approaching
33,no,unknown,unknown,unknown,yes,unknown,unknown,-20,unknown,-20,0,35,0.356717733,3,-0.261964024,-0.2479759,0.271066576,0.504379332,0.1427775,-0.055910155,0.6499531,-0.209909141,0.276755333,0.6792862,-0.430879861,0.02652458,1.113697,-0.350654662,0.0236565,1.14359379,-0.149450108,0.170102328,0.7259079,-0.301914454,0.115130134,0.7880369,-0.0238257,0.111022085,0.713474154,-0.402963847,0.025855813,1.16371274,-0.277609676,0.0992835,0.950392962,-0.181767628,0.153505117,0.7844963,-0.030331582,0.125510663,0.681493044,-0.055930544,0.04848229,0.7106338,-0.277609676,0.0992835,0.950392962,Approaching
34,no,unknown,unknown,unknown,yes,unknown,unknown,-20,unknown,-20,0,35,0.356717733,3,-0.261964024,-0.2479759,0.271066576,0.504379332,0.1427775,-0.055910155,0.6499531,-0.209909141,0.276755333,0.6792862,-0.430879861,0.02652458,1.113697,-0.350654662,0.0236565,1.14359379,-0.149450108,0.170102328,0.7259079,-0.301914454,0.115130134,0.7880369,-0.0238257,0.111022085,0.713474154,-0.402963847,0.025855813,1.16371274,-0.277609676,0.0992835,0.950392962,-0.181767628,0.153505117,0.7844963,-0.030331582,0.125510663,0.681493044,-0.055930544,0.04848229,0.7106338,-0.277609676,0.0992835,0.950392962,Approaching
35,no,unknown,unknown,unknown,yes,unknown,unknown,-15,unknown,-20,0,40,0.342364818,3,-0.25177579,-0.252259225,0.270419717,0.5160217,0.1315041,-0.052789524,0.6550173,-0.20135434,0.281601518,0.6932488,-0.436073333,0.02044124,1.1216253,-0.353665024,0.017475765,1.15099561,-0.1496397,0.1682291,0.7346585,-0.3079897,0.119498573,0.801661968,-0.029985504,0.115053229,0.730149746,-0.4070701,0.019533495,1.17141712,-0.2794849,0.09558138,0.9589813,-0.18233712,0.1511313,0.793145359,-0.03520616,0.126970544,0.6947939,-0.05851993,0.06325075,0.7195845,-0.2794849,0.09558138,0.9589813,Approaching
36,no,unknown,unknown,unknown,yes,unknown,unknown,-15,unknown,-20,0,40,0.342364818,3,-0.25177579,-0.252259225,0.270419717,0.5160217,0.1315041,-0.052789524,0.6550173,-0.20135434,0.281601518,0.6932488,-0.436073333,0.02044124,1.1216253,-0.353665024,0.017475765,1.15099561,-0.1496397,0.1682291,0.7346585,-0.3079897,0.119498573,0.801661968,-0.029985504,0.115053229,0.730149746,-0.4070701,0.019533495,1.17141712,-0.2794849,0.09558138,0.9589813,-0.18233712,0.1511313,0.793145359,-0.03520616,0.126970544,0.6947939,-0.05851993,0.06325075,0.7195845,-0.2794849,0.09558138,0.9589813,Approaching
37,no,unknown,unknown,unknown,yes,unknown,unknown,-20,unknown,-25,0,35,0.31782071,3,-0.234292251,-0.256795526,0.2721325,0.5276944,0.14220807,-0.0343986,0.7082358,-0.1926473,0.28702113,0.710600853,-0.4760807,-0.041298132,1.10078728,-0.387993246,-0.065693,1.12976563,-0.150126874,0.167624742,0.7469332,-0.312363237,0.125512034,0.815287352,-0.03794123,0.122136354,0.749789536,-0.4454874,-0.05515875,1.14998138,-0.294373184,0.06700851,0.961140156,-0.184755668,0.146632046,0.801710248,-0.04006851,0.1306355,0.707755566,0.000894174,0.134740651,0.7751956,-0.294373184,0.06700851,0.961140156,Approaching
38,no,unknown,unknown,unknown,yes,unknown,unknown,-20,unknown,-25,0,35,0.31782071,3,-0.234292251,-0.256795526,0.2721325,0.5276944,0.14220807,-0.0343986,0.7082358,-0.1926473,0.28702113,0.710600853,-0.4760807,-0.041298132,1.10078728,-0.387993246,-0.065693,1.12976563,-0.150126874,0.167624742,0.7469332,-0.312363237,0.125512034,0.815287352,-0.03794123,0.122136354,0.749789536,-0.4454874,-0.05515875,1.14998138,-0.294373184,0.06700851,0.961140156,-0.184755668,0.146632046,0.801710248,-0.04006851,0.1306355,0.707755566,0.000894174,0.134740651,0.7751956,-0.294373184,0.06700851,0.961140156,Approaching
39,no,unknown,unknown,unknown,yes,unknown,unknown,-10,unknown,-35,0,40,0.318745264,3,-0.224481932,-0.2600038,0.27298972,0.5396708,0.132119462,-0.029889647,0.7098084,-0.185985446,0.290655255,0.72798413,-0.4768176,-0.042957723,1.10157132,-0.38810426,-0.06653735,1.1308465,-0.151554689,0.166934788,0.7597717,-0.31461978,0.129092142,0.8271294,-0.044873588,0.127139732,0.7655382,-0.4458741,-0.05637751,1.15089834,-0.296608776,0.06285337,0.964315057,-0.187336117,0.143145263,0.812651336,-0.051970027,0.123646826,0.7228442,0.002573683,0.137777522,0.795309544,-0.296608776,0.06285337,0.964315057,Approaching
40,no,unknown,unknown,unknown,yes,unknown,unknown,-10,unknown,-35,0,40,0.318745264,3,-0.224481932,-0.2600038,0.27298972,0.5396708,0.132119462,-0.029889647,0.7098084,-0.185985446,0.290655255,0.72798413,-0.4768176,-0.042957723,1.10157132,-0.38810426,-0.06653735,1.1308465,-0.151554689,0.166934788,0.7597717,-0.31461978,0.129092142,0.8271294,-0.044873588,0.127139732,0.7655382,-0.4458741,-0.05637751,1.15089834,-0.296608776,0.06285337,0.964315057,-0.187336117,0.143145263,0.812651336,-0.051970027,0.123646826,0.7228442,0.002573683,0.137777522,0.795309544,-0.296608776,0.06285337,0.964315057,Approaching
41,no,unknown,unknown,unknown,yes,unknown,unknown,-10,unknown,-35,0,40,0.320952664,3,-0.216920881,-0.3025505,0.234437764,0.62330085,0.117972247,-0.02657998,0.7241379,-0.179341435,0.2929014,0.752347052,-0.484623373,-0.048657335,1.10745859,-0.395998567,-0.0708079,1.13692164,-0.154480189,0.165362552,0.780521,-0.318255931,0.131228447,0.844942331,-0.05370086,0.134124577,0.7866374,-0.453896165,-0.061535023,1.15682745,-0.3040037,0.056396745,0.9753495,-0.191957608,0.13942264,0.8314145,-0.06825944,0.07940648,0.7508231,-1.23E-05,0.1449252,0.8157399,-0.3040037,0.056396745,0.9753495,Approaching
42,no,unknown,unknown,unknown,yes,unknown,unknown,-10,unknown,-35,0,40,0.320952664,3,-0.216920881,-0.3025505,0.234437764,0.62330085,0.117972247,-0.02657998,0.7241379,-0.179341435,0.2929014,0.752347052,-0.484623373,-0.048657335,1.10745859,-0.395998567,-0.0708079,1.13692164,-0.154480189,0.165362552,0.780521,-0.318255931,0.131228447,0.844942331,-0.05370086,0.134124577,0.7866374,-0.453896165,-0.061535023,1.15682745,-0.3040037,0.056396745,0.9753495,-0.191957608,0.13942264,0.8314145,-0.06825944,0.07940648,0.7508231,-1.23E-05,0.1449252,0.8157399,-0.3040037,0.056396745,0.9753495,Approaching
