,face_engaged,face_glasses,face_happy,face_lefteyeclosed,face_lookingaway,face_mouthmoved,face_mouthopen,face_pitch,face_righteyeclosed,face_roll,face_size,face_yaw,hip_rot,index,shoulder_rot,ElbowLeftX,ElbowLeftY,ElbowLeftZ,ElbowRightX,ElbowRightY,ElbowRightZ,HeadX,HeadY,HeadZ,HipLeftX,HipLeftY,HipLeftZ,HipRightX,HipRightY,HipRightZ,NeckX,NeckY,NeckZ,ShoulderLeftX,ShoulderLeftY,ShoulderLeftZ,ShoulderRightX,ShoulderRightY,ShoulderRightZ,SpineBaseX,SpineBaseY,SpineBaseZ,SpineMidX,SpineMidY,SpineMidZ,SpineShoulderX,SpineShoulderY,SpineShoulderZ,WristLeftX,WristLeftY,WristLeftZ,WristRightX,WristRightY,WristRightZ,pedes_posX,pedes_posY,pedes_posZ,Activity
731,no,unknown,unknown,unknown,yes,unknown,unknown,-10,unknown,-25,0,-45,-0.002448705,1,-0.315509704,-0.25910452,0.074858874,1.01511919,0.023624731,0.032154825,1.02682781,0.0409754,0.2566049,0.97846663,-0.068601765,-0.126667559,1.15188158,0.0235055,-0.1408119,1.151656,-0.019544935,0.169747174,0.9817052,-0.099215165,0.169350639,1.03107011,0.06639222,0.173452571,0.977013648,-0.023036594,-0.1366557,1.17717814,-0.021502854,0.019650662,1.08503985,-0.020092432,0.133215383,1.00937927,-0.3581928,-0.035356406,1.05022407,-0.007049351,-0.120977752,1.01957119,-0.021502854,0.019650662,1.08503985,Interacting
732,no,unknown,unknown,unknown,yes,unknown,unknown,-10,unknown,-25,0,-45,-0.002448705,1,-0.315509704,-0.25910452,0.074858874,1.01511919,0.023624731,0.032154825,1.02682781,0.0409754,0.2566049,0.97846663,-0.068601765,-0.126667559,1.15188158,0.0235055,-0.1408119,1.151656,-0.019544935,0.169747174,0.9817052,-0.099215165,0.169350639,1.03107011,0.06639222,0.173452571,0.977013648,-0.023036594,-0.1366557,1.17717814,-0.021502854,0.019650662,1.08503985,-0.020092432,0.133215383,1.00937927,-0.3581928,-0.035356406,1.05022407,-0.007049351,-0.120977752,1.01957119,-0.021502854,0.019650662,1.08503985,Interacting
733,no,unknown,unknown,unknown,yes,unknown,unknown,-5,unknown,-25,0,-40,0.001906121,1,-0.334215684,-0.257847548,0.07482823,1.01279855,0.024036655,0.03199124,1.02603912,0.045029428,0.2575094,0.974156737,-0.06860623,-0.126098558,1.15109313,0.023390383,-0.14050886,1.15126848,-0.007822661,0.167804644,0.9699416,-0.09400443,0.166136459,1.02405941,0.0786479,0.172016189,0.9641073,-0.023109635,-0.136227131,1.17660546,-0.01808863,0.019522328,1.080551,-0.010815644,0.1318095,0.9996215,-0.357595831,-0.03414985,1.0491302,-0.007177602,-0.120958976,1.01661074,-0.01808863,0.019522328,1.080551,Interacting
734,no,unknown,unknown,unknown,yes,unknown,unknown,-5,unknown,-25,0,-40,0.001906121,1,-0.334215684,-0.257847548,0.07482823,1.01279855,0.024036655,0.03199124,1.02603912,0.045029428,0.2575094,0.974156737,-0.06860623,-0.126098558,1.15109313,0.023390383,-0.14050886,1.15126848,-0.007822661,0.167804644,0.9699416,-0.09400443,0.166136459,1.02405941,0.0786479,0.172016189,0.9641073,-0.023109635,-0.136227131,1.17660546,-0.01808863,0.019522328,1.080551,-0.010815644,0.1318095,0.9996215,-0.357595831,-0.03414985,1.0491302,-0.007177602,-0.120958976,1.01661074,-0.01808863,0.019522328,1.080551,Interacting
735,no,unknown,unknown,unknown,yes,unknown,unknown,-10,unknown,-20,0,-45,-0.006011711,1,-0.333045707,-0.256891161,0.07499471,1.01070774,0.05485174,0.02796297,1.02889991,0.048105784,0.256903648,0.970467746,-0.06852239,-0.125188813,1.14983785,0.023227649,-0.140181243,1.14928627,-0.005266694,0.167793825,0.967144,-0.09088877,0.1649975,1.02079225,0.08110867,0.17212759,0.9612929,-0.02314135,-0.135592178,1.1750294,-0.016057434,0.019692516,1.07726455,-0.008166449,0.131797835,0.9964929,-0.344676375,-0.04388271,1.04751241,-0.01569437,-0.111141533,1.01317227,-0.016057434,0.019692516,1.07726455,Interacting
736,no,unknown,unknown,unknown,yes,unknown,unknown,-10,unknown,-20,0,-45,-0.006011711,1,-0.333045707,-0.256891161,0.07499471,1.01070774,0.05485174,0.02796297,1.02889991,0.048105784,0.256903648,0.970467746,-0.06852239,-0.125188813,1.14983785,0.023227649,-0.140181243,1.14928627,-0.005266694,0.167793825,0.967144,-0.09088877,0.1649975,1.02079225,0.08110867,0.17212759,0.9612929,-0.02314135,-0.135592178,1.1750294,-0.016057434,0.019692516,1.07726455,-0.008166449,0.131797835,0.9964929,-0.344676375,-0.04388271,1.04751241,-0.01569437,-0.111141533,1.01317227,-0.016057434,0.019692516,1.07726455,Interacting
737,no,unknown,unknown,unknown,yes,unknown,unknown,-15,unknown,-20,0,-40,-0.024005076,1,-0.327948783,-0.256218016,0.07422978,1.00898433,0.08788496,0.042373538,1.0380398,0.04990166,0.255005836,0.9679388,-0.06359653,-0.122703843,1.15028441,0.028246952,-0.138542473,1.14807928,-0.004902798,0.167601228,0.966343045,-0.08789368,0.164110944,1.01809883,0.08144671,0.171981215,0.9604834,-0.018141726,-0.133527875,1.1746279,-0.013469198,0.020048685,1.07608557,-0.007398386,0.131670177,0.995588362,-0.349208683,-0.057102636,1.05013657,-0.003534213,-0.08303748,1.011581,-0.013469198,0.020048685,1.07608557,Interacting
738,no,unknown,unknown,unknown,yes,unknown,unknown,-15,unknown,-20,0,-40,-0.024005076,1,-0.327948783,-0.256218016,0.07422978,1.00898433,0.08788496,0.042373538,1.0380398,0.04990166,0.255005836,0.9679388,-0.06359653,-0.122703843,1.15028441,0.028246952,-0.138542473,1.14807928,-0.004902798,0.167601228,0.966343045,-0.08789368,0.164110944,1.01809883,0.08144671,0.171981215,0.9604834,-0.018141726,-0.133527875,1.1746279,-0.013469198,0.020048685,1.07608557,-0.007398386,0.131670177,0.995588362,-0.349208683,-0.057102636,1.05013657,-0.003534213,-0.08303748,1.011581,-0.013469198,0.020048685,1.07608557,Interacting
739,no,unknown,unknown,unknown,yes,unknown,unknown,-10,unknown,-25,0,-40,0.048516372,1,-0.302966171,-0.2522298,0.0753734,1.00583279,0.1177892,-0.029379385,1.0424912,0.05316619,0.251023829,0.963768542,-0.03603961,-0.12665081,1.149946,0.061302807,-0.1467736,1.15467238,-0.008946229,0.1541019,0.9694447,-0.08621103,0.162549511,1.0146265,0.077336125,0.1588089,0.9635034,0.012693729,-0.139612973,1.177461,-0.004638758,0.013126589,1.07778513,-0.006964051,0.121130809,0.9975363,-0.3255291,-0.055101834,1.03658962,-0.024433859,-0.08600691,1.00334668,-0.004638758,0.013126589,1.07778513,Interacting
740,no,unknown,unknown,unknown,yes,unknown,unknown,-10,unknown,-25,0,-40,0.048516372,1,-0.302966171,-0.2522298,0.0753734,1.00583279,0.1177892,-0.029379385,1.0424912,0.05316619,0.251023829,0.963768542,-0.03603961,-0.12665081,1.149946,0.061302807,-0.1467736,1.15467238,-0.008946229,0.1541019,0.9694447,-0.08621103,0.162549511,1.0146265,0.077336125,0.1588089,0.9635034,0.012693729,-0.139612973,1.177461,-0.004638758,0.013126589,1.07778513,-0.006964051,0.121130809,0.9975363,-0.3255291,-0.055101834,1.03658962,-0.024433859,-0.08600691,1.00334668,-0.004638758,0.013126589,1.07778513,Interacting
741,no,unknown,unknown,unknown,yes,unknown,unknown,-10,unknown,-35,0,-45,0.038076316,1,-0.29801612,-0.250078768,0.07524781,1.00470209,0.117926024,-0.028301405,1.04155755,0.05543717,0.249888524,0.9613626,-0.03569906,-0.126542047,1.14967871,0.059878714,-0.146267384,1.15331972,-0.007229371,0.15489842,0.967252851,-0.08392185,0.160727948,1.01136577,0.0790291,0.159603328,0.9613131,0.012532522,-0.13943024,1.17698514,-0.002630837,0.012953231,1.0763787,-0.005579678,0.121316344,0.9959329,-0.3256706,-0.053551547,1.036461,-0.023535045,-0.08660972,1.00205171,-0.002630837,0.012953231,1.0763787,Interacting
742,no,unknown,unknown,unknown,yes,unknown,unknown,-10,unknown,-35,0,-45,0.038076316,1,-0.29801612,-0.250078768,0.07524781,1.00470209,0.117926024,-0.028301405,1.04155755,0.05543717,0.249888524,0.9613626,-0.03569906,-0.126542047,1.14967871,0.059878714,-0.146267384,1.15331972,-0.007229371,0.15489842,0.967252851,-0.08392185,0.160727948,1.01136577,0.0790291,0.159603328,0.9613131,0.012532522,-0.13943024,1.17698514,-0.002630837,0.012953231,1.0763787,-0.005579678,0.121316344,0.9959329,-0.3256706,-0.053551547,1.036461,-0.023535045,-0.08660972,1.00205171,-0.002630837,0.012953231,1.0763787,Interacting
743,no,unknown,unknown,unknown,yes,unknown,unknown,-10,unknown,-35,0,-45,0.000119876,1,-0.321413934,-0.23990804,0.07800906,0.999239147,0.119177483,-0.022455087,1.03666115,0.05877197,0.248208091,0.9580623,-0.03504221,-0.125836626,1.14827526,0.055451866,-0.1376494,1.1482861,0.002824791,0.159801587,0.9571874,-0.080335625,0.15954867,1.00760949,0.08903115,0.164484784,0.951217234,0.011501535,-0.135891244,1.17414165,0.003119369,0.015875487,1.0708425,0.002830317,0.12500675,0.9874524,-0.323299855,-0.04455105,1.03450346,-0.019749347,-0.088252254,1.00067723,0.003119369,0.015875487,1.0708425,Interacting
744,no,unknown,unknown,unknown,yes,unknown,unknown,-10,unknown,-35,0,-45,0.000119876,1,-0.321413934,-0.23990804,0.07800906,0.999239147,0.119177483,-0.022455087,1.03666115,0.05877197,0.248208091,0.9580623,-0.03504221,-0.125836626,1.14827526,0.055451866,-0.1376494,1.1482861,0.002824791,0.159801587,0.9571874,-0.080335625,0.15954867,1.00760949,0.08903115,0.164484784,0.951217234,0.011501535,-0.135891244,1.17414165,0.003119369,0.015875487,1.0708425,0.002830317,0.12500675,0.9874524,-0.323299855,-0.04455105,1.03450346,-0.019749347,-0.088252254,1.00067723,0.003119369,0.015875487,1.0708425,Interacting
745,no,unknown,unknown,unknown,yes,unknown,unknown,-15,unknown,-25,0,-45,0.001963746,1,-0.32222289,-0.239955336,0.07781791,0.9990602,0.08312606,0.025879163,1.02478361,0.060397938,0.248082131,0.9563634,-0.035085805,-0.12544708,1.14774191,0.05445404,-0.137702242,1.14791775,0.004846968,0.161008045,0.9548403,-0.078583166,0.158830971,1.00549364,0.09104817,0.165686667,0.9488608,0.010859699,-0.13552238,1.17359567,0.004156893,0.01631329,1.06955111,0.004609819,0.1259265,0.985341668,-0.323360115,-0.04460398,1.03428245,-0.008917902,-0.099266954,1.00256765,0.004156893,0.01631329,1.06955111,Interacting
746,no,unknown,unknown,unknown,yes,unknown,unknown,-15,unknown,-25,0,-45,0.001963746,1,-0.32222289,-0.239955336,0.07781791,0.9990602,0.08312606,0.025879163,1.02478361,0.060397938,0.248082131,0.9563634,-0.035085805,-0.12544708,1.14774191,0.05445404,-0.137702242,1.14791775,0.004846968,0.161008045,0.9548403,-0.078583166,0.158830971,1.00549364,0.09104817,0.165686667,0.9488608,0.010859699,-0.13552238,1.17359567,0.004156893,0.01631329,1.06955111,0.004609819,0.1259265,0.985341668,-0.323360115,-0.04460398,1.03428245,-0.008917902,-0.099266954,1.00256765,0.004156893,0.01631329,1.06955111,Interacting
747,no,unknown,unknown,unknown,yes,unknown,unknown,-10,unknown,-25,0,-50,0.000510897,1,-0.327786338,-0.236988753,0.078883104,0.9971358,0.08306972,0.025766388,1.02475929,0.062222738,0.248601153,0.954830468,-0.035435427,-0.125126839,1.147266,0.052764475,-0.138057277,1.14731109,0.00686826,0.161033928,0.952735841,-0.07823913,0.158611715,1.00500035,0.09306439,0.165712029,0.946748,0.009729384,-0.135286957,1.172947,0.004890929,0.01627182,1.06840277,0.006298088,0.125884458,0.9834439,-0.3217194,-0.04212448,1.03328252,-0.008499105,-0.099470116,1.0016036,0.004890929,0.01627182,1.06840277,Interacting
748,no,unknown,unknown,unknown,yes,unknown,unknown,-10,unknown,-25,0,-50,0.000510897,1,-0.327786338,-0.236988753,0.078883104,0.9971358,0.08306972,0.025766388,1.02475929,0.062222738,0.248601153,0.954830468,-0.035435427,-0.125126839,1.147266,0.052764475,-0.138057277,1.14731109,0.00686826,0.161033928,0.952735841,-0.07823913,0.158611715,1.00500035,0.09306439,0.165712029,0.946748,0.009729384,-0.135286957,1.172947,0.004890929,0.01627182,1.06840277,0.006298088,0.125884458,0.9834439,-0.3217194,-0.04212448,1.03328252,-0.008499105,-0.099470116,1.0016036,0.004890929,0.01627182,1.06840277,Interacting
749,no,unknown,unknown,unknown,yes,unknown,unknown,-10,unknown,-20,0,-50,0.000258228,1,-0.328991051,-0.2368019,0.07887757,0.99680984,0.08290249,0.025336815,1.02480865,0.06362361,0.248944849,0.9533346,-0.035519365,-0.124746814,1.14687061,0.05219294,-0.138091162,1.14689326,0.007983787,0.161496043,0.95124346,-0.07741748,0.158210039,1.00383294,0.094178245,0.166171923,0.9452505,0.009291627,-0.134998292,1.17248738,0.005610905,0.016523873,1.06734478,0.007341096,0.126266271,0.9820261,-0.3215733,-0.042040903,1.03276443,-0.008116037,-0.100058526,1.00080335,0.005610905,0.016523873,1.06734478,Interacting
750,no,unknown,unknown,unknown,yes,unknown,unknown,-10,unknown,-20,0,-50,0.000258228,1,-0.328991051,-0.2368019,0.07887757,0.99680984,0.08290249,0.025336815,1.02480865,0.06362361,0.248944849,0.9533346,-0.035519365,-0.124746814,1.14687061,0.05219294,-0.138091162,1.14689326,0.007983787,0.161496043,0.95124346,-0.07741748,0.158210039,1.00383294,0.094178245,0.166171923,0.9452505,0.009291627,-0.134998292,1.17248738,0.005610905,0.016523873,1.06734478,0.007341096,0.126266271,0.9820261,-0.3215733,-0.042040903,1.03276443,-0.008116037,-0.100058526,1.00080335,0.005610905,0.016523873,1.06734478,Interacting
751,no,unknown,unknown,unknown,yes,unknown,unknown,-10,unknown,-30,0,-45,0.005788468,1,-0.331238007,-0.235204086,0.0795562,0.9956148,0.0924386,0.032431,1.02889252,0.06445113,0.249175981,0.9523202,-0.034726728,-0.124587908,1.14606869,0.05230369,-0.13826561,1.14657247,0.008851754,0.161604553,0.950128555,-0.07730179,0.157918349,1.00340331,0.095044866,0.166279644,0.9441318,0.009571036,-0.134979725,1.17197466,0.006902636,0.016464233,1.06616,0.008332495,0.126315773,0.980866432,-0.3214007,-0.04014277,1.03165019,-0.001257455,-0.090315595,1.00077307,0.006902636,0.016464233,1.06616,Interacting
752,no,unknown,unknown,unknown,yes,unknown,unknown,-10,unknown,-30,0,-45,0.005788468,1,-0.331238007,-0.235204086,0.0795562,0.9956148,0.0924386,0.032431,1.02889252,0.06445113,0.249175981,0.9523202,-0.034726728,-0.124587908,1.14606869,0.05230369,-0.13826561,1.14657247,0.008851754,0.161604553,0.950128555,-0.07730179,0.157918349,1.00340331,0.095044866,0.166279644,0.9441318,0.009571036,-0.134979725,1.17197466,0.006902636,0.016464233,1.06616,0.008332495,0.126315773,0.980866432,-0.3214007,-0.04014277,1.03165019,-0.001257455,-0.090315595,1.00077307,0.006902636,0.016464233,1.06616,Interacting
753,no,unknown,unknown,unknown,yes,unknown,unknown,-15,unknown,-20,0,-40,0.006551103,1,-0.332353212,-0.233929813,0.08028097,0.994657636,-0.096788734,0.080012925,0.967297137,0.064912006,0.249155059,0.951735139,-0.034748327,-0.124294609,1.14593375,0.0520311,-0.138242662,1.14650226,0.009263371,0.161622047,0.949603,-0.077334315,0.157902747,1.003244,0.095455736,0.166297,0.943604469,0.009368281,-0.134771079,1.17184985,0.007160483,0.016534258,1.06585312,0.008714749,0.126337633,0.9803879,-0.320671141,-0.038914435,1.03098416,0.00981216,-0.07622268,1.00278687,0.007160483,0.016534258,1.06585312,Interacting
754,no,unknown,unknown,unknown,yes,unknown,unknown,-15,unknown,-20,0,-40,0.006551103,1,-0.332353212,-0.233929813,0.08028097,0.994657636,-0.096788734,0.080012925,0.967297137,0.064912006,0.249155059,0.951735139,-0.034748327,-0.124294609,1.14593375,0.0520311,-0.138242662,1.14650226,0.009263371,0.161622047,0.949603,-0.077334315,0.157902747,1.003244,0.095455736,0.166297,0.943604469,0.009368281,-0.134771079,1.17184985,0.007160483,0.016534258,1.06585312,0.008714749,0.126337633,0.9803879,-0.320671141,-0.038914435,1.03098416,0.00981216,-0.07622268,1.00278687,0.007160483,0.016534258,1.06585312,Interacting
755,no,unknown,unknown,unknown,yes,unknown,unknown,-15,unknown,-20,0,-50,0.008143182,1,-0.331187385,-0.235000446,0.079412766,0.994764,0.001800366,0.035281323,0.992890239,0.06513909,0.249285012,0.9514005,-0.035135426,-0.123914376,1.14577079,0.051145837,-0.138098851,1.14647341,0.009541991,0.161636531,0.9491285,-0.07727453,0.157818615,1.002618,0.09573423,0.166311368,0.9431285,0.008628471,-0.134391829,1.17170572,0.007205158,0.01660102,1.065634,0.008927716,0.126361027,0.9799802,-0.3214362,-0.040012825,1.03104579,0.08511181,-0.105575144,1.0387789,0.007205158,0.01660102,1.065634,Interacting
756,no,unknown,unknown,unknown,yes,unknown,unknown,-15,unknown,-20,0,-50,0.008143182,1,-0.331187385,-0.235000446,0.079412766,0.994764,0.001800366,0.035281323,0.992890239,0.06513909,0.249285012,0.9514005,-0.035135426,-0.123914376,1.14577079,0.051145837,-0.138098851,1.14647341,0.009541991,0.161636531,0.9491285,-0.07727453,0.157818615,1.002618,0.09573423,0.166311368,0.9431285,0.008628471,-0.134391829,1.17170572,0.007205158,0.01660102,1.065634,0.008927716,0.126361027,0.9799802,-0.3214362,-0.040012825,1.03104579,0.08511181,-0.105575144,1.0387789,0.007205158,0.01660102,1.065634,Interacting
757,no,unknown,unknown,unknown,yes,unknown,unknown,-10,unknown,-20,0,-50,0.005935737,1,-0.31435089,-0.243930236,0.07588742,0.993767858,0.002647262,0.03277278,0.9954063,0.06402739,0.247891724,0.9514943,-0.03798147,-0.122587375,1.146285,0.04809461,-0.138860822,1.146796,0.007814546,0.160844728,0.9494247,-0.08323684,0.159918636,1.00875247,0.09868891,0.162103251,0.949602664,0.005506499,-0.133915573,1.17206228,0.005863386,0.01629639,1.0658257,0.007356549,0.125663012,0.980249345,-0.323025,-0.047569282,1.03272486,0.08616727,-0.109056085,1.03917217,0.005863386,0.01629639,1.0658257,Interacting
758,no,unknown,unknown,unknown,yes,unknown,unknown,-10,unknown,-20,0,-50,0.005935737,1,-0.31435089,-0.243930236,0.07588742,0.993767858,0.002647262,0.03277278,0.9954063,0.06402739,0.247891724,0.9514943,-0.03798147,-0.122587375,1.146285,0.04809461,-0.138860822,1.146796,0.007814546,0.160844728,0.9494247,-0.08323684,0.159918636,1.00875247,0.09868891,0.162103251,0.949602664,0.005506499,-0.133915573,1.17206228,0.005863386,0.01629639,1.0658257,0.007356549,0.125663012,0.980249345,-0.323025,-0.047569282,1.03272486,0.08616727,-0.109056085,1.03917217,0.005863386,0.01629639,1.0658257,Interacting
759,no,unknown,unknown,unknown,yes,unknown,unknown,-10,unknown,-30,0,-40,-0.031301721,1,-0.318231254,-0.241567463,0.07718328,0.99288857,0.001768439,0.033572216,0.9965271,0.063552536,0.2499018,0.9508121,-0.044996794,-0.119489133,1.14756417,0.03934681,-0.137557536,1.14492321,0.008749437,0.161562771,0.948174536,-0.08645927,0.161692038,1.01260054,0.097499214,0.1633552,0.951999545,-0.002686461,-0.13154906,1.17168009,0.004460911,0.017131157,1.06495368,0.007684943,0.126270533,0.9792447,-0.322291344,-0.045328703,1.03153646,0.085564904,-0.108345821,1.03978384,0.004460911,0.017131157,1.06495368,Interacting
760,no,unknown,unknown,unknown,yes,unknown,unknown,-10,unknown,-30,0,-40,-0.031301721,1,-0.318231254,-0.241567463,0.07718328,0.99288857,0.001768439,0.033572216,0.9965271,0.063552536,0.2499018,0.9508121,-0.044996794,-0.119489133,1.14756417,0.03934681,-0.137557536,1.14492321,0.008749437,0.161562771,0.948174536,-0.08645927,0.161692038,1.01260054,0.097499214,0.1633552,0.951999545,-0.002686461,-0.13154906,1.17168009,0.004460911,0.017131157,1.06495368,0.007684943,0.126270533,0.9792447,-0.322291344,-0.045328703,1.03153646,0.085564904,-0.108345821,1.03978384,0.004460911,0.017131157,1.06495368,Interacting
761,no,unknown,unknown,unknown,yes,unknown,unknown,-10,unknown,-25,0,-45,-0.03096426,1,-0.318055979,-0.241585582,0.07720573,0.992887557,0.001090448,0.03385528,0.99691534,0.06254485,0.251140147,0.9508682,-0.049793053,-0.118546382,1.14823878,0.034689084,-0.136730149,1.145622,0.008876069,0.16187191,0.947853,-0.08788973,0.162388831,1.0137285,0.096976794,0.163761616,0.9528643,-0.007645014,-0.130575672,1.1723603,0.0029484,0.01776293,1.06480277,0.007587433,0.126577035,0.9789784,-0.32289505,-0.045081947,1.03109086,0.08495606,-0.10814333,1.03975058,0.0029484,0.01776293,1.06480277,Interacting
762,no,unknown,unknown,unknown,yes,unknown,unknown,-10,unknown,-25,0,-45,-0.03096426,1,-0.318055979,-0.241585582,0.07720573,0.992887557,0.001090448,0.03385528,0.99691534,0.06254485,0.251140147,0.9508682,-0.049793053,-0.118546382,1.14823878,0.034689084,-0.136730149,1.145622,0.008876069,0.16187191,0.947853,-0.08788973,0.162388831,1.0137285,0.096976794,0.163761616,0.9528643,-0.007645014,-0.130575672,1.1723603,0.0029484,0.01776293,1.06480277,0.007587433,0.126577035,0.9789784,-0.32289505,-0.045081947,1.03109086,0.08495606,-0.10814333,1.03975058,0.0029484,0.01776293,1.06480277,Interacting
763,no,unknown,unknown,unknown,yes,unknown,unknown,-15,unknown,-20,0,-40,-0.00241815,1,-0.317001734,-0.24883981,0.07286912,0.994510651,-0.000410415,0.034494136,0.998101234,0.058230903,0.2535998,0.951966047,-0.05298888,-0.117760815,1.14905512,0.030570597,-0.135102421,1.14885306,0.00772963,0.162083209,0.948186159,-0.090192474,0.163346827,1.015689,0.09550798,0.1641264,0.954767168,-0.011253936,-0.1295796,1.17377329,-0.000263088,0.01853887,1.0657481,0.005997403,0.126941785,0.9793926,-0.329614,-0.04960595,1.03293,0.141998917,-0.09674888,1.06895542,-0.000263088,0.01853887,1.0657481,Interacting
764,no,unknown,unknown,unknown,yes,unknown,unknown,-15,unknown,-20,0,-40,-0.00241815,1,-0.317001734,-0.24883981,0.07286912,0.994510651,-0.000410415,0.034494136,0.998101234,0.058230903,0.2535998,0.951966047,-0.05298888,-0.117760815,1.14905512,0.030570597,-0.135102421,1.14885306,0.00772963,0.162083209,0.948186159,-0.090192474,0.163346827,1.015689,0.09550798,0.1641264,0.954767168,-0.011253936,-0.1295796,1.17377329,-0.000263088,0.01853887,1.0657481,0.005997403,0.126941785,0.9793926,-0.329614,-0.04960595,1.03293,0.141998917,-0.09674888,1.06895542,-0.000263088,0.01853887,1.0657481,Interacting
765,no,unknown,unknown,unknown,yes,unknown,unknown,-10,unknown,-20,0,-50,0.017300446,1,-0.317294734,-0.249004841,0.07291249,0.994496465,-0.001469301,0.03491956,0.9985509,0.05525381,0.2553247,0.9529634,-0.05501469,-0.118235931,1.14853573,0.02850402,-0.134935617,1.14998078,0.00715486,0.162120134,0.9483479,-0.09110294,0.163669109,1.01630878,0.09531623,0.164203629,0.955090642,-0.013259811,-0.129666418,1.174148,-0.001875282,0.018566718,1.06604624,0.005163344,0.126996934,0.979571939,-0.336353,-0.045299396,1.03167415,0.141341835,-0.09633579,1.068711,-0.001875282,0.018566718,1.06604624,Interacting
766,no,unknown,unknown,unknown,yes,unknown,unknown,-10,unknown,-20,0,-50,0.017300446,1,-0.317294734,-0.249004841,0.07291249,0.994496465,-0.001469301,0.03491956,0.9985509,0.05525381,0.2553247,0.9529634,-0.05501469,-0.118235931,1.14853573,0.02850402,-0.134935617,1.14998078,0.00715486,0.162120134,0.9483479,-0.09110294,0.163669109,1.01630878,0.09531623,0.164203629,0.955090642,-0.013259811,-0.129666418,1.174148,-0.001875282,0.018566718,1.06604624,0.005163344,0.126996934,0.979571939,-0.336353,-0.045299396,1.03167415,0.141341835,-0.09633579,1.068711,-0.001875282,0.018566718,1.06604624,Interacting
767,no,unknown,unknown,unknown,yes,unknown,unknown,-10,unknown,-20,0,-45,0.045012631,1,-0.317843857,-0.2497946,0.07284874,0.994847357,-0.002397233,0.035278674,0.9990881,0.051776342,0.257130682,0.954327762,-0.06364773,-0.118024953,1.14784372,0.018554518,-0.134189889,1.15154636,0.005994993,0.1624111,0.9489134,-0.09193665,0.164090782,1.017029,0.09505865,0.164384454,0.955507934,-0.02292872,-0.1290624,1.17475033,-0.00677205,0.019115333,1.06678975,0.003260888,0.12737751,0.9801883,-0.337280661,-0.04541235,1.03162241,0.142075166,-0.094535954,1.06864047,-0.00677205,0.019115333,1.06678975,Interacting
768,no,unknown,unknown,unknown,yes,unknown,unknown,-10,unknown,-20,0,-45,0.045012631,1,-0.317843857,-0.2497946,0.07284874,0.994847357,-0.002397233,0.035278674,0.9990881,0.051776342,0.257130682,0.954327762,-0.06364773,-0.118024953,1.14784372,0.018554518,-0.134189889,1.15154636,0.005994993,0.1624111,0.9489134,-0.09193665,0.164090782,1.017029,0.09505865,0.164384454,0.955507934,-0.02292872,-0.1290624,1.17475033,-0.00677205,0.019115333,1.06678975,0.003260888,0.12737751,0.9801883,-0.337280661,-0.04541235,1.03162241,0.142075166,-0.094535954,1.06864047,-0.00677205,0.019115333,1.06678975,Interacting
769,no,unknown,unknown,unknown,yes,unknown,unknown,-10,unknown,-20,0,-45,0.05692862,1,-0.318116626,-0.2514391,0.07227827,0.9954763,-0.007296282,0.032969642,0.9952896,0.048060022,0.258658677,0.955762267,-0.06568469,-0.118199751,1.14778888,0.016705189,-0.133895114,1.1524843,0.00419717,0.162771612,0.9496867,-0.09295528,0.1644267,1.01765287,0.09479563,0.164521992,0.9558264,-0.024896165,-0.128970161,1.17524123,-0.009234543,0.019385293,1.067455,0.001165406,0.127746761,0.9809306,-0.34430474,-0.041330628,1.03298533,0.136368111,-0.099971175,1.06121755,-0.009234543,0.019385293,1.067455,Interacting
770,no,unknown,unknown,unknown,yes,unknown,unknown,-10,unknown,-20,0,-45,0.05692862,1,-0.318116626,-0.2514391,0.07227827,0.9954763,-0.007296282,0.032969642,0.9952896,0.048060022,0.258658677,0.955762267,-0.06568469,-0.118199751,1.14778888,0.016705189,-0.133895114,1.1524843,0.00419717,0.162771612,0.9496867,-0.09295528,0.1644267,1.01765287,0.09479563,0.164521992,0.9558264,-0.024896165,-0.128970161,1.17524123,-0.009234543,0.019385293,1.067455,0.001165406,0.127746761,0.9809306,-0.34430474,-0.041330628,1.03298533,0.136368111,-0.099971175,1.06121755,-0.009234543,0.019385293,1.067455,Interacting
771,no,unknown,unknown,unknown,yes,unknown,unknown,-5,unknown,-20,0,-40,0.072936328,1,-0.317556032,-0.253158271,0.071947984,0.996386468,-0.00814409,0.033622745,0.996568561,0.042770576,0.256105036,0.9586227,-0.06807857,-0.1189254,1.14785755,0.01386014,-0.134888142,1.15384448,-0.000734032,0.1605248,0.953204334,-0.09444512,0.164601341,1.01871073,0.094076864,0.164092168,0.9567475,-0.027575348,-0.129800841,1.17596674,-0.013390411,0.017877992,1.0693512,-0.003690626,0.125701666,0.9839729,-0.3490501,-0.03842983,1.03521562,0.136206135,-0.098912,1.06193268,-0.013390411,0.017877992,1.0693512,Interacting
