,face_engaged,face_glasses,face_happy,face_lefteyeclosed,face_lookingaway,face_mouthmoved,face_mouthopen,face_pitch,face_righteyeclosed,face_roll,face_yaw,hip_rot,index,shoulder_rot,ElbowLeftX,ElbowLeftY,ElbowLeftZ,ElbowRightX,ElbowRightY,ElbowRightZ,HeadX,HeadY,HeadZ,HipLeftX,HipLeftY,HipLeftZ,HipRightX,HipRightY,HipRightZ,NeckX,NeckY,NeckZ,ShoulderLeftX,ShoulderLeftY,ShoulderLeftZ,ShoulderRightX,ShoulderRightY,ShoulderRightZ,SpineBaseX,SpineBaseY,SpineBaseZ,SpineMidX,SpineMidY,SpineMidZ,SpineShoulderX,SpineShoulderY,SpineShoulderZ,WristLeftX,WristLeftY,WristLeftZ,WristRightX,WristRightY,WristRightZ,pedes_posX,pedes_posY,pedes_posZ
20,0,0,0,0,1,0,0,10,0,15,35,-0.37783903073968583,1,-0.47942049988168534,0.119318992,0.151053548,1.99512494,0.513104,0.203829885,1.78764212,0.239959568,0.6673975,1.919737,0.2439551,-0.0485772379,1.85990167,0.37513876,-0.03079742,1.80783367,0.303166151,0.54415077,1.92786062,0.1419308,0.40031895,1.98264909,0.433354616,0.425953835,1.83114529,0.315472752,-0.0404311121,1.868824,0.3101646,0.2580188,1.904324,0.305214345,0.474241078,1.92405009,0.0540743247,-0.0459450744,1.88759184,0.48767665,-0.0197437238,1.61503208,0.3101646,0.2580188,1.904324
21,0,0,0,0,1,0,0,-30,0,-10,35,0.0352023144078319,3,-0.10077721967948688,-0.8387502,0.0539803542,1.4027338,-0.458840758,0.0757288039,1.33304965,-0.680323243,0.3589517,1.19027448,-0.758056462,0.0299208984,1.51290667,-0.628566444,0.0135006141,1.5174669,-0.651263833,0.287934661,1.26283133,-0.82309407,0.211635768,1.34059155,-0.537179768,0.2507034,1.31168,-0.702934861,0.0221133381,1.53617966,-0.6802218,0.160014451,1.40454149,-0.659260631,0.2575968,1.300151,-0.8103815,-0.0918760747,1.46509087,-0.503650546,-0.08272849,1.295031,-0.6802218,0.160014451,1.40454149
22,0,0,0,0,1,0,0,10,0,15,30,-0.37695863315074013,1,-0.47865658742872047,0.1188964,0.150969341,1.99495566,0.5128127,0.203547791,1.78775358,0.23981674,0.667422533,1.9197278,0.243813112,-0.0486106724,1.85983431,0.3750775,-0.0308046564,1.807868,0.302859664,0.5440786,1.92784691,0.141717345,0.4002674,1.98247707,0.43323195,0.4259683,1.83120883,0.3153802,-0.04044888,1.868818,0.309971124,0.257977575,1.90431654,0.304936439,0.4741772,1.92403853,0.0538305268,-0.0460910052,1.88747871,0.487100482,-0.0203453582,1.61561465,0.309971124,0.257977575,1.90431654
23,0,0,0,0,1,0,0,10,0,15,30,-0.37695863315074013,1,-0.47865658742872047,0.1188964,0.150969341,1.99495566,0.5128127,0.203547791,1.78775358,0.23981674,0.667422533,1.9197278,0.243813112,-0.0486106724,1.85983431,0.3750775,-0.0308046564,1.807868,0.302859664,0.5440786,1.92784691,0.141717345,0.4002674,1.98247707,0.43323195,0.4259683,1.83120883,0.3153802,-0.04044888,1.868818,0.309971124,0.257977575,1.90431654,0.304936439,0.4741772,1.92403853,0.0538305268,-0.0460910052,1.88747871,0.487100482,-0.0203453582,1.61561465,0.309971124,0.257977575,1.90431654
24,0,0,0,0,1,0,0,10,0,15,35,-0.374891642897878,1,-0.4770235613820676,0.118355408,0.150829762,1.994777,0.512409866,0.203359991,1.78796327,0.239502981,0.667376339,1.91972649,0.243396461,-0.0486418381,1.85977268,0.374849141,-0.0308350921,1.80804586,0.302594483,0.544138551,1.92791367,0.141380563,0.400348455,1.98210549,0.433015645,0.425943553,1.8313787,0.315066248,-0.0404787138,1.86887312,0.309679359,0.2579965,1.90437675,0.304663718,0.474226415,1.92410266,0.0531411543,-0.0465478376,1.88649106,0.48660925,-0.0205561444,1.615865,0.309679359,0.2579965,1.90437675
25,0,0,0,0,1,0,0,10,0,15,35,-0.374891642897878,1,-0.4770235613820676,0.118355408,0.150829762,1.994777,0.512409866,0.203359991,1.78796327,0.239502981,0.667376339,1.91972649,0.243396461,-0.0486418381,1.85977268,0.374849141,-0.0308350921,1.80804586,0.302594483,0.544138551,1.92791367,0.141380563,0.400348455,1.98210549,0.433015645,0.425943553,1.8313787,0.315066248,-0.0404787138,1.86887312,0.309679359,0.2579965,1.90437675,0.304663718,0.474226415,1.92410266,0.0531411543,-0.0465478376,1.88649106,0.48660925,-0.0205561444,1.615865,0.309679359,0.2579965,1.90437675
26,0,0,0,0,1,0,0,10,0,15,35,-0.37401298439865144,1,-0.47643443325218776,0.11814297,0.150806025,1.99449277,0.5122122,0.203285,1.78802276,0.239219964,0.667250454,1.91955292,0.243040845,-0.0486434922,1.859509,0.374530137,-0.0308095179,1.80790114,0.302393973,0.544145048,1.92783475,0.141153514,0.400270522,1.98188436,0.432881624,0.425919384,1.8313272,0.314712882,-0.0404674336,1.86866963,0.30939883,0.258006126,1.90424263,0.304443151,0.474233866,1.92401135,0.0527095,-0.0470170155,1.8855592,0.486293882,-0.0206734054,1.61599648,0.30939883,0.258006126,1.90424263
27,0,0,0,0,1,0,0,10,0,15,35,-0.37401298439865144,1,-0.47643443325218776,0.11814297,0.150806025,1.99449277,0.5122122,0.203285,1.78802276,0.239219964,0.667250454,1.91955292,0.243040845,-0.0486434922,1.859509,0.374530137,-0.0308095179,1.80790114,0.302393973,0.544145048,1.92783475,0.141153514,0.400270522,1.98188436,0.432881624,0.425919384,1.8313272,0.314712882,-0.0404674336,1.86866963,0.30939883,0.258006126,1.90424263,0.304443151,0.474233866,1.92401135,0.0527095,-0.0470170155,1.8855592,0.486293882,-0.0206734054,1.61599648,0.30939883,0.258006126,1.90424263
28,0,0,0,0,1,0,0,10,0,15,30,-0.37388881926458756,1,-0.4758514826417644,0.117894664,0.150693223,1.99440753,0.5120451,0.20327951,1.78822386,0.239140779,0.667212963,1.919534,0.2427987,-0.04860403,1.85947323,0.374291956,-0.0307471175,1.80788267,0.30234763,0.5441644,1.92786193,0.140923873,0.40042603,1.98184085,0.432757944,0.425908178,1.83144438,0.3144596,-0.04041608,1.86864185,0.309268951,0.258039534,1.904254,0.3043804,0.474256128,1.92403626,0.052588515,-0.0469459668,1.88540876,0.485892773,-0.020838337,1.61644375,0.309268951,0.258039534,1.904254
29,0,0,0,0,1,0,0,-30,0,-15,35,0.06150377891836593,3,-0.11587082205538757,-0.8350059,0.07431841,1.40862072,-0.4629728,0.0746080354,1.37659729,-0.6807941,0.358728379,1.191695,-0.7271179,-0.00321378466,1.49861825,-0.614737034,-0.0111619215,1.50553882,-0.64983356,0.288477361,1.26473093,-0.8253906,0.221865565,1.34656715,-0.537706137,0.249877,1.31308293,-0.6800597,-0.009952334,1.52233,-0.6693777,0.144451573,1.39763224,-0.6562878,0.255404174,1.30044746,-0.8124804,-0.088368535,1.46877086,-0.50972265,-0.09915267,1.39012492,-0.6693777,0.144451573,1.39763224
30,0,0,0,0,1,0,0,10,0,15,30,-0.37388881926458756,1,-0.4758514826417644,0.117894664,0.150693223,1.99440753,0.5120451,0.20327951,1.78822386,0.239140779,0.667212963,1.919534,0.2427987,-0.04860403,1.85947323,0.374291956,-0.0307471175,1.80788267,0.30234763,0.5441644,1.92786193,0.140923873,0.40042603,1.98184085,0.432757944,0.425908178,1.83144438,0.3144596,-0.04041608,1.86864185,0.309268951,0.258039534,1.904254,0.3043804,0.474256128,1.92403626,0.052588515,-0.0469459668,1.88540876,0.485892773,-0.020838337,1.61644375,0.309268951,0.258039534,1.904254
31,0,0,0,0,1,0,0,-30,0,-15,35,0.06150377891836593,3,-0.11587082205538757,-0.8350059,0.07431841,1.40862072,-0.4629728,0.0746080354,1.37659729,-0.6807941,0.358728379,1.191695,-0.7271179,-0.00321378466,1.49861825,-0.614737034,-0.0111619215,1.50553882,-0.64983356,0.288477361,1.26473093,-0.8253906,0.221865565,1.34656715,-0.537706137,0.249877,1.31308293,-0.6800597,-0.009952334,1.52233,-0.6693777,0.144451573,1.39763224,-0.6562878,0.255404174,1.30044746,-0.8124804,-0.088368535,1.46877086,-0.50972265,-0.09915267,1.39012492,-0.6693777,0.144451573,1.39763224
32,0,0,0,0,1,0,0,10,0,15,30,-0.37339546661029954,1,-0.4753086845463083,0.117702447,0.150630832,1.99426556,0.5118149,0.203266546,1.78826773,0.239030734,0.667223,1.91942883,0.242621943,-0.0486463532,1.85940027,0.374159575,-0.0307961591,1.80786717,0.302147478,0.5441348,1.92771077,0.140676737,0.400462031,1.98164344,0.432623655,0.425885856,1.83138931,0.314298064,-0.0404648148,1.868599,0.309081644,0.257999331,1.90416229,0.3041821,0.474223852,1.923901,0.0525737,-0.0467302762,1.88539267,0.485710353,-0.02085612,1.616483,0.309081644,0.257999331,1.90416229
33,0,0,0,0,1,0,0,10,0,15,30,-0.37339546661029954,1,-0.4753086845463083,0.117702447,0.150630832,1.99426556,0.5118149,0.203266546,1.78826773,0.239030734,0.667223,1.91942883,0.242621943,-0.0486463532,1.85940027,0.374159575,-0.0307961591,1.80786717,0.302147478,0.5441348,1.92771077,0.140676737,0.400462031,1.98164344,0.432623655,0.425885856,1.83138931,0.314298064,-0.0404648148,1.868599,0.309081644,0.257999331,1.90416229,0.3041821,0.474223852,1.923901,0.0525737,-0.0467302762,1.88539267,0.485710353,-0.02085612,1.616483,0.309081644,0.257999331,1.90416229
34,0,0,0,0,1,0,0,10,0,15,30,-0.3723308397724321,1,-0.47475448761869904,0.117670208,0.150656685,1.99426734,0.5115542,0.203190237,1.78847837,0.238967,0.6672426,1.9193449,0.242478445,-0.048608318,1.85931516,0.374056816,-0.0307637043,1.80792761,0.30209294,0.5441776,1.92774725,0.140537828,0.400470138,1.98167717,0.432600081,0.425936818,1.83156836,0.3141861,-0.040434,1.86859345,0.308998555,0.258036554,1.90417945,0.30412066,0.474265069,1.92393267,0.0525524728,-0.04672165,1.88535774,0.485531,-0.0209231526,1.61666572,0.308998555,0.258036554,1.90417945
35,0,0,0,0,1,0,0,10,0,15,30,-0.3723308397724321,1,-0.47475448761869904,0.117670208,0.150656685,1.99426734,0.5115542,0.203190237,1.78847837,0.238967,0.6672426,1.9193449,0.242478445,-0.048608318,1.85931516,0.374056816,-0.0307637043,1.80792761,0.30209294,0.5441776,1.92774725,0.140537828,0.400470138,1.98167717,0.432600081,0.425936818,1.83156836,0.3141861,-0.040434,1.86859345,0.308998555,0.258036554,1.90417945,0.30412066,0.474265069,1.92393267,0.0525524728,-0.04672165,1.88535774,0.485531,-0.0209231526,1.61666572,0.308998555,0.258036554,1.90417945
36,0,0,0,0,1,0,0,10,0,15,30,-0.3718070872240115,1,-0.47401790662216414,0.117495313,0.1506799,1.99421215,0.5112824,0.203012943,1.78851032,0.23879382,0.6672182,1.91915071,0.242303178,-0.0486062877,1.85921657,0.373953432,-0.03075871,1.8078804,0.302032262,0.5441607,1.927707,0.140430465,0.4004458,1.98143744,0.432564378,0.425938129,1.83156371,0.3140397,-0.0404307321,1.86852038,0.308893621,0.2580275,1.90412271,0.304049224,0.474249661,1.92388833,0.0525757968,-0.046477627,1.88534415,0.485338271,-0.0210117139,1.6165626,0.308893621,0.2580275,1.90412271
37,0,0,0,0,1,0,0,-30,0,-15,35,0.022548208135390924,3,-0.08523754678709085,-0.839208961,0.06975487,1.40936446,-0.461076528,0.07489953,1.39354348,-0.678966045,0.359682858,1.19800675,-0.722596467,-0.009214459,1.50755453,-0.612426341,-0.00646371534,1.51003909,-0.645972669,0.2854618,1.27641058,-0.8235837,0.21751903,1.3519274,-0.5380618,0.2494063,1.3275311,-0.676926732,-0.00877323,1.528738,-0.6655149,0.14297913,1.4043411,-0.6520544,0.25146547,1.30953074,-0.8104774,-0.09312541,1.47777891,-0.506443262,-0.10392727,1.42306566,-0.6655149,0.14297913,1.4043411
38,0,0,0,0,1,0,0,10,0,15,30,-0.3718070872240115,1,-0.47401790662216414,0.117495313,0.1506799,1.99421215,0.5112824,0.203012943,1.78851032,0.23879382,0.6672182,1.91915071,0.242303178,-0.0486062877,1.85921657,0.373953432,-0.03075871,1.8078804,0.302032262,0.5441607,1.927707,0.140430465,0.4004458,1.98143744,0.432564378,0.425938129,1.83156371,0.3140397,-0.0404307321,1.86852038,0.308893621,0.2580275,1.90412271,0.304049224,0.474249661,1.92388833,0.0525757968,-0.046477627,1.88534415,0.485338271,-0.0210117139,1.6165626,0.308893621,0.2580275,1.90412271
39,0,0,0,0,1,0,0,-30,0,-15,35,0.022548208135390924,3,-0.08523754678709085,-0.839208961,0.06975487,1.40936446,-0.461076528,0.07489953,1.39354348,-0.678966045,0.359682858,1.19800675,-0.722596467,-0.009214459,1.50755453,-0.612426341,-0.00646371534,1.51003909,-0.645972669,0.2854618,1.27641058,-0.8235837,0.21751903,1.3519274,-0.5380618,0.2494063,1.3275311,-0.676926732,-0.00877323,1.528738,-0.6655149,0.14297913,1.4043411,-0.6520544,0.25146547,1.30953074,-0.8104774,-0.09312541,1.47777891,-0.506443262,-0.10392727,1.42306566,-0.6655149,0.14297913,1.4043411
40,0,0,0,0,1,0,0,10,0,15,30,-0.36963706547822084,1,-0.47304163191020976,0.117323764,0.150545612,1.9938724,0.511063933,0.20297493,1.78839874,0.238622651,0.6670723,1.91878247,0.242036521,-0.0486448668,1.85889816,0.373850942,-0.0307782758,1.80782723,0.3018267,0.5441242,1.92734849,0.140223414,0.4004637,1.981065,0.432447165,0.425928175,1.83150542,0.3138567,-0.04046102,1.86835957,0.308690637,0.25799492,1.90387225,0.303842485,0.474214554,1.92355847,0.0525586456,-0.04647476,1.8851496,0.485162854,-0.0211055987,1.61651456,0.308690637,0.25799492,1.90387225
