,face_engaged,face_glasses,face_happy,face_lefteyeclosed,face_lookingaway,face_mouthmoved,face_mouthopen,face_pitch,face_righteyeclosed,face_roll,face_size,face_yaw,hip_rot,index,shoulder_rot,ElbowLeftX,ElbowLeftY,ElbowLeftZ,ElbowRightX,ElbowRightY,ElbowRightZ,HeadX,HeadY,HeadZ,HipLeftX,HipLeftY,HipLeftZ,HipRightX,HipRightY,HipRightZ,NeckX,NeckY,NeckZ,ShoulderLeftX,ShoulderLeftY,ShoulderLeftZ,ShoulderRightX,ShoulderRightY,ShoulderRightZ,SpineBaseX,SpineBaseY,SpineBaseZ,SpineMidX,SpineMidY,SpineMidZ,SpineShoulderX,SpineShoulderY,SpineShoulderZ,WristLeftX,WristLeftY,WristLeftZ,WristRightX,WristRightY,WristRightZ,pedes_posX,pedes_posY,pedes_posZ
218,no,no,no,no,no,no,no,-5,no,-5,0.0,-5,0.16476449868448204,3,0.13761089490816517,-0.110459082,0.247163117,0.8575003,0.0204897821,0.0628248155,0.877066,-0.113890074,0.27900964,0.9457381,-0.2907579,0.008837792,1.01136279,-0.234271944,-0.04726181,1.02075481,-0.102496214,0.204821229,0.9485556,-0.172331735,0.215651184,0.9308287,-0.0598101579,0.144714266,0.9464114,-0.266839534,-0.019661475,1.0329541,-0.184029311,0.09447923,0.993944347,-0.122705989,0.177803963,0.960999846,-0.1373571,0.128813624,0.89832145,-0.104921818,0.064806655,0.9001656,-0.184029311,0.09447923,0.993944347
219,no,no,no,no,no,no,no,-5,no,-5,0.0,-5,0.1655393197354399,3,0.13854395666854427,-0.109067976,0.242616132,0.857219756,0.0201793034,0.06311748,0.877319038,-0.114930995,0.278457731,0.9451692,-0.290799171,0.008832997,1.01130891,-0.23451896,-0.04717626,1.02071154,-0.102729484,0.204795942,0.948518932,-0.172426432,0.215596169,0.9307424,-0.0598379336,0.14472042,0.9464414,-0.266974241,-0.0196168441,1.03290176,-0.184237808,0.09449353,0.9939035,-0.12294288,0.177791134,0.9609647,-0.137205914,0.12548773,0.8989903,-0.10481102,0.0649039,0.900239944,-0.184237808,0.09449353,0.9939035
220,no,no,no,no,no,no,no,-5,no,-5,0.0,-5,0.1655393197354399,3,0.13854395666854427,-0.109067976,0.242616132,0.857219756,0.0201793034,0.06311748,0.877319038,-0.114930995,0.278457731,0.9451692,-0.290799171,0.008832997,1.01130891,-0.23451896,-0.04717626,1.02071154,-0.102729484,0.204795942,0.948518932,-0.172426432,0.215596169,0.9307424,-0.0598379336,0.14472042,0.9464414,-0.266974241,-0.0196168441,1.03290176,-0.184237808,0.09449353,0.9939035,-0.12294288,0.177791134,0.9609647,-0.137205914,0.12548773,0.8989903,-0.10481102,0.0649039,0.900239944,-0.184237808,0.09449353,0.9939035
221,no,unknown,unknown,unknown,yes,unknown,unknown,25,unknown,-5,0.0,40,0.16461162183329142,3,0.13851946091550166,-0.10875538,0.238382667,0.8561302,0.0200419668,0.0632613152,0.877427042,-0.115559012,0.278012365,0.944495559,-0.290810436,0.008856143,1.01130724,-0.234689444,-0.047112003,1.02062976,-0.102838144,0.204800561,0.948496342,-0.172420636,0.215549156,0.9307463,-0.05983848,0.144725755,0.94644165,-0.267042667,-0.01957085,1.03286922,-0.184338748,0.09452192,0.9938762,-0.123054661,0.177803189,0.960941553,-0.137546346,0.122231476,0.899179,-0.104742751,0.06499311,0.9002663,-0.184338748,0.09452192,0.9938762
222,no,unknown,unknown,unknown,yes,unknown,unknown,25,unknown,-5,0.0,40,0.16461162183329142,3,0.13851946091550166,-0.10875538,0.238382667,0.8561302,0.0200419668,0.0632613152,0.877427042,-0.115559012,0.278012365,0.944495559,-0.290810436,0.008856143,1.01130724,-0.234689444,-0.047112003,1.02062976,-0.102838144,0.204800561,0.948496342,-0.172420636,0.215549156,0.9307463,-0.05983848,0.144725755,0.94644165,-0.267042667,-0.01957085,1.03286922,-0.184338748,0.09452192,0.9938762,-0.123054661,0.177803189,0.960941553,-0.137546346,0.122231476,0.899179,-0.104742751,0.06499311,0.9002663,-0.184338748,0.09452192,0.9938762
223,no,no,no,no,no,no,no,-5,no,-5,0.0,-5,0.1613168206268998,3,0.13755852079025016,-0.109427705,0.2373066,0.855577946,0.0199019555,0.06339613,0.8775635,-0.116265066,0.2775222,0.9439539,-0.290825367,0.008888259,1.01145256,-0.234866232,-0.0471088067,1.02055883,-0.102988623,0.204758644,0.948558,-0.172403187,0.215360031,0.9308881,-0.05984167,0.14472194,0.9464703,-0.2671093,-0.0195526648,1.03288341,-0.184457541,0.0945146456,0.9939159,-0.123202361,0.177771449,0.960999668,-0.1379539,0.121545434,0.8991021,-0.104669578,0.06509874,0.900350869,-0.184457541,0.0945146456,0.9939159
224,no,no,no,no,no,no,no,-5,no,-5,0.0,-5,0.1613168206268998,3,0.13755852079025016,-0.109427705,0.2373066,0.855577946,0.0199019555,0.06339613,0.8775635,-0.116265066,0.2775222,0.9439539,-0.290825367,0.008888259,1.01145256,-0.234866232,-0.0471088067,1.02055883,-0.102988623,0.204758644,0.948558,-0.172403187,0.215360031,0.9308881,-0.05984167,0.14472194,0.9464703,-0.2671093,-0.0195526648,1.03288341,-0.184457541,0.0945146456,0.9939159,-0.123202361,0.177771449,0.960999668,-0.1379539,0.121545434,0.8991021,-0.104669578,0.06509874,0.900350869,-0.184457541,0.0945146456,0.9939159
225,no,no,no,no,no,no,no,-5,no,-5,0.0,-5,0.1492083475016547,3,0.006944289223134266,-0.129090324,0.228325814,0.8724704,0.019840708,0.06342724,0.877638042,-0.1169172,0.276863635,0.9432424,-0.292945176,0.00367773278,1.01264262,-0.235929534,-0.04857917,1.02121353,-0.103256337,0.204582527,0.9487126,-0.183286384,0.1865642,0.945647061,-0.0598524921,0.14470166,0.946504235,-0.268702239,-0.0225949883,1.03379071,-0.185274288,0.09335644,0.9943808,-0.1235816,0.1774341,0.961217761,-0.147819549,0.1082228,0.9097022,-0.104628421,0.0650145039,0.9005154,-0.185274288,0.09335644,0.9943808
226,no,no,no,no,no,no,no,-5,no,-5,0.0,-5,0.1492083475016547,3,0.006944289223134266,-0.129090324,0.228325814,0.8724704,0.019840708,0.06342724,0.877638042,-0.1169172,0.276863635,0.9432424,-0.292945176,0.00367773278,1.01264262,-0.235929534,-0.04857917,1.02121353,-0.103256337,0.204582527,0.9487126,-0.183286384,0.1865642,0.945647061,-0.0598524921,0.14470166,0.946504235,-0.268702239,-0.0225949883,1.03379071,-0.185274288,0.09335644,0.9943808,-0.1235816,0.1774341,0.961217761,-0.147819549,0.1082228,0.9097022,-0.104628421,0.0650145039,0.9005154,-0.185274288,0.09335644,0.9943808
227,no,unknown,unknown,unknown,yes,unknown,unknown,30,unknown,-5,0.0,40,0.10049424699206747,3,-0.05467577370575456,-0.138077244,0.220644459,0.8837641,0.0198732633,0.0633769855,0.877695262,-0.117128186,0.276299834,0.943012536,-0.295847625,-0.00772204576,1.0165242,-0.237927616,-0.05245238,1.0223645,-0.103464119,0.204261959,0.949068069,-0.189694256,0.171263158,0.953683436,-0.0598390065,0.144670531,0.9465764,-0.27129364,-0.0299947578,1.03613651,-0.186431527,0.0904974341,0.995618463,-0.12396197,0.1767107,0.961757243,-0.152037978,0.09827101,0.916172445,-0.104617685,0.0650598556,0.900608659,-0.186431527,0.0904974341,0.995618463
228,no,unknown,unknown,unknown,yes,unknown,unknown,30,unknown,-5,0.0,40,0.10049424699206747,3,-0.05467577370575456,-0.138077244,0.220644459,0.8837641,0.0198732633,0.0633769855,0.877695262,-0.117128186,0.276299834,0.943012536,-0.295847625,-0.00772204576,1.0165242,-0.237927616,-0.05245238,1.0223645,-0.103464119,0.204261959,0.949068069,-0.189694256,0.171263158,0.953683436,-0.0598390065,0.144670531,0.9465764,-0.27129364,-0.0299947578,1.03613651,-0.186431527,0.0904974341,0.995618463,-0.12396197,0.1767107,0.961757243,-0.152037978,0.09827101,0.916172445,-0.104617685,0.0650598556,0.900608659,-0.186431527,0.0904974341,0.995618463
229,no,unknown,unknown,unknown,yes,unknown,unknown,30,unknown,-10,0.0,40,-0.07275015192264707,3,-0.15746321497396906,-0.144347727,0.2103443,0.876415,0.019702008,0.0603437573,0.875336766,-0.117331058,0.273417115,0.942613542,-0.3000739,-0.0309801213,1.01720023,-0.24380511,-0.06951575,1.01309943,-0.104455836,0.200476944,0.9470429,-0.20145309,0.148229375,0.9667675,-0.0601552,0.141761824,0.94433254,-0.276390582,-0.0503457561,1.03184962,-0.189456835,0.07893298,0.992476642,-0.125417188,0.171241939,0.9594523,-0.154595643,0.08976169,0.9156262,-0.1046709,0.063323684,0.8995522,-0.189456835,0.07893298,0.992476642
230,no,unknown,unknown,unknown,yes,unknown,unknown,30,unknown,-10,0.0,40,-0.07275015192264707,3,-0.15746321497396906,-0.144347727,0.2103443,0.876415,0.019702008,0.0603437573,0.875336766,-0.117331058,0.273417115,0.942613542,-0.3000739,-0.0309801213,1.01720023,-0.24380511,-0.06951575,1.01309943,-0.104455836,0.200476944,0.9470429,-0.20145309,0.148229375,0.9667675,-0.0601552,0.141761824,0.94433254,-0.276390582,-0.0503457561,1.03184962,-0.189456835,0.07893298,0.992476642,-0.125417188,0.171241939,0.9594523,-0.154595643,0.08976169,0.9156262,-0.1046709,0.063323684,0.8995522,-0.189456835,0.07893298,0.992476642
231,no,unknown,unknown,unknown,yes,unknown,unknown,30,unknown,0,0.0,30,-0.08099256991506877,3,-0.14870273406777962,-0.145202622,0.209053412,0.874853969,0.0198919289,0.06036082,0.8755857,-0.117439166,0.272835135,0.942297637,-0.299981773,-0.03020406,1.01915121,-0.2442838,-0.07003943,1.0146302,-0.104498088,0.2003297,0.947838843,-0.200760439,0.15127258,0.965753436,-0.0600864142,0.141903058,0.94467926,-0.276602656,-0.05039022,1.033538,-0.189670518,0.07850597,0.9938335,-0.125521913,0.170956627,0.9604156,-0.155095309,0.0888032243,0.915536344,-0.104657978,0.063203454,0.899916232,-0.189670518,0.07850597,0.9938335
232,no,unknown,unknown,unknown,yes,unknown,unknown,30,unknown,0,0.0,30,-0.08099256991506877,3,-0.14870273406777962,-0.145202622,0.209053412,0.874853969,0.0198919289,0.06036082,0.8755857,-0.117439166,0.272835135,0.942297637,-0.299981773,-0.03020406,1.01915121,-0.2442838,-0.07003943,1.0146302,-0.104498088,0.2003297,0.947838843,-0.200760439,0.15127258,0.965753436,-0.0600864142,0.141903058,0.94467926,-0.276602656,-0.05039022,1.033538,-0.189670518,0.07850597,0.9938335,-0.125521913,0.170956627,0.9604156,-0.155095309,0.0888032243,0.915536344,-0.104657978,0.063203454,0.899916232,-0.189670518,0.07850597,0.9938335
233,no,unknown,unknown,unknown,yes,unknown,unknown,30,unknown,0,0.0,35,-0.09898440747656173,3,-0.1529901791564237,-0.145968273,0.208409578,0.874422669,0.02007293,0.0604497343,0.875757635,-0.117551655,0.2724254,0.9420402,-0.3001284,-0.0307463929,1.02154517,-0.244809717,-0.07033401,1.01605153,-0.104496121,0.200285673,0.948496461,-0.2019319,0.151259914,0.9668307,-0.06002812,0.142118245,0.9449498,-0.276988,-0.0509292223,1.03552258,-0.189904571,0.0779945552,0.995187461,-0.125584751,0.170764551,0.961243033,-0.155454829,0.08819108,0.9158026,-0.104684308,0.06329898,0.9000748,-0.189904571,0.0779945552,0.995187461
234,no,unknown,unknown,unknown,yes,unknown,unknown,30,unknown,0,0.0,35,-0.09898440747656173,3,-0.1529901791564237,-0.145968273,0.208409578,0.874422669,0.02007293,0.0604497343,0.875757635,-0.117551655,0.2724254,0.9420402,-0.3001284,-0.0307463929,1.02154517,-0.244809717,-0.07033401,1.01605153,-0.104496121,0.200285673,0.948496461,-0.2019319,0.151259914,0.9668307,-0.06002812,0.142118245,0.9449498,-0.276988,-0.0509292223,1.03552258,-0.189904571,0.0779945552,0.995187461,-0.125584751,0.170764551,0.961243033,-0.155454829,0.08819108,0.9158026,-0.104684308,0.06329898,0.9000748,-0.189904571,0.0779945552,0.995187461
235,no,unknown,unknown,unknown,yes,unknown,unknown,30,unknown,5,0.0,25,-0.11561143834933518,3,-0.19462192156715663,-0.144679531,0.204903379,0.8721016,0.0205710046,0.05901914,0.8740157,-0.117404766,0.270997554,0.9417188,-0.299914569,-0.0344340019,1.02058589,-0.245002821,-0.07331399,1.014209,-0.104286626,0.198378533,0.947281837,-0.207566515,0.14739646,0.9724872,-0.05969262,0.1408465,0.943338752,-0.276992232,-0.05446857,1.03415048,-0.189881757,0.07479143,0.993837357,-0.1254437,0.168416172,0.9599784,-0.155285448,0.08552507,0.915896654,-0.104231365,0.06257896,0.899151266,-0.189881757,0.07479143,0.993837357
236,no,unknown,unknown,unknown,yes,unknown,unknown,30,unknown,5,0.0,25,-0.11561143834933518,3,-0.19462192156715663,-0.144679531,0.204903379,0.8721016,0.0205710046,0.05901914,0.8740157,-0.117404766,0.270997554,0.9417188,-0.299914569,-0.0344340019,1.02058589,-0.245002821,-0.07331399,1.014209,-0.104286626,0.198378533,0.947281837,-0.207566515,0.14739646,0.9724872,-0.05969262,0.1408465,0.943338752,-0.276992232,-0.05446857,1.03415048,-0.189881757,0.07479143,0.993837357,-0.1254437,0.168416172,0.9599784,-0.155285448,0.08552507,0.915896654,-0.104231365,0.06257896,0.899151266,-0.189881757,0.07479143,0.993837357
237,no,unknown,unknown,unknown,yes,unknown,unknown,30,unknown,5,0.0,30,-0.11179882879217369,3,-0.20826819896727525,-0.14574942,0.204778969,0.872148931,0.02072861,0.0580398329,0.873272359,-0.117306963,0.269960552,0.9416082,-0.300090581,-0.03595263,1.02016389,-0.245332673,-0.07459792,1.01401639,-0.104384825,0.197104767,0.946874261,-0.209106773,0.146195874,0.97430253,-0.05970273,0.1400314,0.9427286,-0.277263343,-0.05597542,1.03387427,-0.19013682,0.0731447,0.9935124,-0.125604168,0.166962087,0.959594131,-0.155807868,0.08521609,0.916309237,-0.104221687,0.0621352158,0.8988362,-0.19013682,0.0731447,0.9935124
238,no,unknown,unknown,unknown,yes,unknown,unknown,30,unknown,5,0.0,30,-0.11179882879217369,3,-0.20826819896727525,-0.14574942,0.204778969,0.872148931,0.02072861,0.0580398329,0.873272359,-0.117306963,0.269960552,0.9416082,-0.300090581,-0.03595263,1.02016389,-0.245332673,-0.07459792,1.01401639,-0.104384825,0.197104767,0.946874261,-0.209106773,0.146195874,0.97430253,-0.05970273,0.1400314,0.9427286,-0.277263343,-0.05597542,1.03387427,-0.19013682,0.0731447,0.9935124,-0.125604168,0.166962087,0.959594131,-0.155807868,0.08521609,0.916309237,-0.104221687,0.0621352158,0.8988362,-0.19013682,0.0731447,0.9935124
239,no,unknown,unknown,unknown,yes,unknown,unknown,30,unknown,5,0.0,25,-0.10862263601589832,3,-0.20290644062416024,-0.145684823,0.204621673,0.871966064,0.02099689,0.05848103,0.873793542,-0.117134504,0.2698891,0.9414747,-0.300057322,-0.035347838,1.021894,-0.2455226,-0.07409278,1.01594687,-0.10420385,0.197469935,0.947858,-0.2088381,0.146820411,0.9740812,-0.0595921837,0.140637353,0.9433757,-0.277334481,-0.05544755,1.03574979,-0.190102547,0.0734983757,0.9949498,-0.125470489,0.167294428,0.96069473,-0.155555531,0.08483981,0.916306436,-0.104257852,0.0624495968,0.899222136,-0.190102547,0.0734983757,0.9949498
240,no,unknown,unknown,unknown,yes,unknown,unknown,30,unknown,5,0.0,25,-0.10862263601589832,3,-0.20290644062416024,-0.145684823,0.204621673,0.871966064,0.02099689,0.05848103,0.873793542,-0.117134504,0.2698891,0.9414747,-0.300057322,-0.035347838,1.021894,-0.2455226,-0.07409278,1.01594687,-0.10420385,0.197469935,0.947858,-0.2088381,0.146820411,0.9740812,-0.0595921837,0.140637353,0.9433757,-0.277334481,-0.05544755,1.03574979,-0.190102547,0.0734983757,0.9949498,-0.125470489,0.167294428,0.96069473,-0.155555531,0.08483981,0.916306436,-0.104257852,0.0624495968,0.899222136,-0.190102547,0.0734983757,0.9949498
241,no,unknown,unknown,unknown,yes,unknown,unknown,30,unknown,5,0.0,20,-0.10582315647328687,3,-0.19907959788299656,-0.146086141,0.204677314,0.8720133,0.0211374331,0.0588082559,0.8741635,-0.117066287,0.269837052,0.941385,-0.300213039,-0.03492876,1.02315784,-0.245848328,-0.07380028,1.01738322,-0.104172021,0.197744235,0.9486302,-0.208619952,0.147369951,0.9739307,-0.05960419,0.141122326,0.9438665,-0.277574062,-0.0551111549,1.03713083,-0.19022353,0.0737426,0.996050239,-0.125484616,0.167540252,0.961556435,-0.155490384,0.0846287459,0.9164542,-0.104390725,0.06269379,0.899525642,-0.19022353,0.0737426,0.996050239
242,no,unknown,unknown,unknown,yes,unknown,unknown,30,unknown,5,0.0,20,-0.10582315647328687,3,-0.19907959788299656,-0.146086141,0.204677314,0.8720133,0.0211374331,0.0588082559,0.8741635,-0.117066287,0.269837052,0.941385,-0.300213039,-0.03492876,1.02315784,-0.245848328,-0.07380028,1.01738322,-0.104172021,0.197744235,0.9486302,-0.208619952,0.147369951,0.9739307,-0.05960419,0.141122326,0.9438665,-0.277574062,-0.0551111549,1.03713083,-0.19022353,0.0737426,0.996050239,-0.125484616,0.167540252,0.961556435,-0.155490384,0.0846287459,0.9164542,-0.104390725,0.06269379,0.899525642,-0.19022353,0.0737426,0.996050239
243,no,unknown,unknown,unknown,yes,unknown,unknown,30,unknown,5,0.0,30,-0.12951192630070638,3,-0.21334001495665397,-0.146798819,0.204535544,0.8721214,0.0168208033,0.0436165929,0.8748413,-0.116883993,0.268765628,0.941233337,-0.3003447,-0.03551624,1.02253711,-0.2459943,-0.07654837,1.01545846,-0.10402602,0.196237773,0.947736263,-0.210624129,0.145782575,0.9764414,-0.0641194955,0.125986308,0.9447031,-0.2777352,-0.05663786,1.03596544,-0.190267012,0.07212632,0.9950519,-0.125399485,0.1659638,0.9606461,-0.155491829,0.0841898844,0.91666925,-0.108430937,0.05504018,0.900333941,-0.190267012,0.07212632,0.9950519
244,no,unknown,unknown,unknown,yes,unknown,unknown,30,unknown,5,0.0,30,-0.12951192630070638,3,-0.21334001495665397,-0.146798819,0.204535544,0.8721214,0.0168208033,0.0436165929,0.8748413,-0.116883993,0.268765628,0.941233337,-0.3003447,-0.03551624,1.02253711,-0.2459943,-0.07654837,1.01545846,-0.10402602,0.196237773,0.947736263,-0.210624129,0.145782575,0.9764414,-0.0641194955,0.125986308,0.9447031,-0.2777352,-0.05663786,1.03596544,-0.190267012,0.07212632,0.9950519,-0.125399485,0.1659638,0.9606461,-0.155491829,0.0841898844,0.91666925,-0.108430937,0.05504018,0.900333941,-0.190267012,0.07212632,0.9950519
245,no,unknown,unknown,unknown,yes,unknown,unknown,30,unknown,5,0.0,25,-0.13042425201426616,3,-0.21662424877083417,-0.147332683,0.203907356,0.8729066,0.0161527954,0.0406632423,0.875112653,-0.116820268,0.268122971,0.9410819,-0.300777376,-0.0359551758,1.02197218,-0.246381581,-0.07801797,1.01483715,-0.104133159,0.19533737,0.94725585,-0.211510241,0.145156786,0.977363348,-0.06495883,0.123179249,0.9451107,-0.2781667,-0.05759027,1.0353694,-0.190560728,0.0711403,0.9945373,-0.125562936,0.165017635,0.960164845,-0.155456454,0.08315556,0.917265832,-0.109207615,0.05362349,0.9006358,-0.190560728,0.0711403,0.9945373
246,no,unknown,unknown,unknown,yes,unknown,unknown,30,unknown,5,0.0,25,-0.13042425201426616,3,-0.21662424877083417,-0.147332683,0.203907356,0.8729066,0.0161527954,0.0406632423,0.875112653,-0.116820268,0.268122971,0.9410819,-0.300777376,-0.0359551758,1.02197218,-0.246381581,-0.07801797,1.01483715,-0.104133159,0.19533737,0.94725585,-0.211510241,0.145156786,0.977363348,-0.06495883,0.123179249,0.9451107,-0.2781667,-0.05759027,1.0353694,-0.190560728,0.0711403,0.9945373,-0.125562936,0.165017635,0.960164845,-0.155456454,0.08315556,0.917265832,-0.109207615,0.05362349,0.9006358,-0.190560728,0.0711403,0.9945373
247,no,unknown,unknown,unknown,yes,unknown,unknown,30,unknown,0,0.0,30,-0.13185181642533286,3,-0.21951438912053717,-0.147672981,0.203731567,0.873291969,0.0157027785,0.0386609063,0.8752379,-0.116714343,0.267758369,0.940920353,-0.300881058,-0.0360252857,1.02200067,-0.246280983,-0.07850559,1.01475954,-0.10397993,0.194790527,0.9468633,-0.211860627,0.144829661,0.9780063,-0.06557772,0.121329457,0.9453692,-0.27820757,-0.0578374527,1.035371,-0.190540016,0.0707414448,0.994398654,-0.12545456,0.16449973,0.9598527,-0.1554103,0.08264411,0.9175963,-0.10979493,0.052691333,0.9008201,-0.190540016,0.0707414448,0.994398654
248,no,unknown,unknown,unknown,yes,unknown,unknown,30,unknown,0,0.0,30,-0.13185181642533286,3,-0.21951438912053717,-0.147672981,0.203731567,0.873291969,0.0157027785,0.0386609063,0.8752379,-0.116714343,0.267758369,0.940920353,-0.300881058,-0.0360252857,1.02200067,-0.246280983,-0.07850559,1.01475954,-0.10397993,0.194790527,0.9468633,-0.211860627,0.144829661,0.9780063,-0.06557772,0.121329457,0.9453692,-0.27820757,-0.0578374527,1.035371,-0.190540016,0.0707414448,0.994398654,-0.12545456,0.16449973,0.9598527,-0.1554103,0.08264411,0.9175963,-0.10979493,0.052691333,0.9008201,-0.190540016,0.0707414448,0.994398654
249,no,unknown,unknown,unknown,yes,unknown,unknown,30,unknown,5,0.0,35,-0.12390898982976202,3,-0.20120746221487992,-0.1468963,0.204236269,0.8717689,0.0163327083,0.04201194,0.8769192,-0.116670147,0.268166572,0.941022754,-0.301215231,-0.0339260176,1.0250746,-0.246024475,-0.07670487,1.01820076,-0.103757158,0.195646346,0.9480308,-0.210858285,0.146193191,0.9768963,-0.065092586,0.124856152,0.947164834,-0.278223485,-0.0559893735,1.03857374,-0.190427855,0.07198524,0.996462762,-0.125261709,0.165427864,0.9612252,-0.154980823,0.08329439,0.916997254,-0.109775051,0.0544508062,0.901773334,-0.190427855,0.07198524,0.996462762
250,no,unknown,unknown,unknown,yes,unknown,unknown,30,unknown,5,0.0,35,-0.12390898982976202,3,-0.20120746221487992,-0.1468963,0.204236269,0.8717689,0.0163327083,0.04201194,0.8769192,-0.116670147,0.268166572,0.941022754,-0.301215231,-0.0339260176,1.0250746,-0.246024475,-0.07670487,1.01820076,-0.103757158,0.195646346,0.9480308,-0.210858285,0.146193191,0.9768963,-0.065092586,0.124856152,0.947164834,-0.278223485,-0.0559893735,1.03857374,-0.190427855,0.07198524,0.996462762,-0.125261709,0.165427864,0.9612252,-0.154980823,0.08329439,0.916997254,-0.109775051,0.0544508062,0.901773334,-0.190427855,0.07198524,0.996462762
251,no,unknown,unknown,unknown,yes,unknown,unknown,30,unknown,5,0.0,25,-0.11651076446767739,3,-0.19036254862760932,-0.14697063,0.204079166,0.871525,0.01731532,0.04611636,0.8774443,-0.116672263,0.2684457,0.941019058,-0.301254153,-0.0329813,1.02643609,-0.245956272,-0.075361684,1.019964,-0.103726357,0.196187541,0.948719561,-0.2099079,0.147136971,0.9758635,-0.06424486,0.1291348,0.947794855,-0.2782002,-0.0548916645,1.04013491,-0.190419182,0.07276866,0.9975918,-0.12524195,0.166018426,0.9620252,-0.154884815,0.0830144361,0.917076945,-0.1092797,0.0565704778,0.9020546,-0.190419182,0.07276866,0.9975918
252,no,unknown,unknown,unknown,yes,unknown,unknown,30,unknown,5,0.0,25,-0.11651076446767739,3,-0.19036254862760932,-0.14697063,0.204079166,0.871525,0.01731532,0.04611636,0.8774443,-0.116672263,0.2684457,0.941019058,-0.301254153,-0.0329813,1.02643609,-0.245956272,-0.075361684,1.019964,-0.103726357,0.196187541,0.948719561,-0.2099079,0.147136971,0.9758635,-0.06424486,0.1291348,0.947794855,-0.2782002,-0.0548916645,1.04013491,-0.190419182,0.07276866,0.9975918,-0.12524195,0.166018426,0.9620252,-0.154884815,0.0830144361,0.917076945,-0.1092797,0.0565704778,0.9020546,-0.190419182,0.07276866,0.9975918
253,no,unknown,unknown,unknown,yes,unknown,unknown,25,unknown,5,0.0,25,-0.11019096561187061,3,-0.18522069195433974,-0.147140473,0.204129726,0.8716216,0.0183758065,0.04942071,0.8774854,-0.116654687,0.268631518,0.940954745,-0.301189035,-0.0329412147,1.02640581,-0.245753691,-0.0751064,1.02027249,-0.103649408,0.196599573,0.9492467,-0.209421426,0.14767988,0.9753134,-0.06331282,0.132601663,0.9479373,-0.278100163,-0.0548010655,1.04022217,-0.190322965,0.07297752,0.9978543,-0.125160709,0.16636911,0.9624839,-0.15483582,0.082826145,0.9172092,-0.108586505,0.0582660027,0.9020603,-0.190322965,0.07297752,0.9978543
254,no,unknown,unknown,unknown,yes,unknown,unknown,25,unknown,5,0.0,25,-0.11019096561187061,3,-0.18522069195433974,-0.147140473,0.204129726,0.8716216,0.0183758065,0.04942071,0.8774854,-0.116654687,0.268631518,0.940954745,-0.301189035,-0.0329412147,1.02640581,-0.245753691,-0.0751064,1.02027249,-0.103649408,0.196599573,0.9492467,-0.209421426,0.14767988,0.9753134,-0.06331282,0.132601663,0.9479373,-0.278100163,-0.0548010655,1.04022217,-0.190322965,0.07297752,0.9978543,-0.125160709,0.16636911,0.9624839,-0.15483582,0.082826145,0.9172092,-0.108586505,0.0582660027,0.9020603,-0.190322965,0.07297752,0.9978543
255,no,unknown,unknown,unknown,yes,unknown,unknown,25,unknown,5,0.0,25,-0.10941699823958256,3,-0.18250731237357362,-0.147111639,0.2040141,0.871415,0.0191997942,0.051735837,0.8773134,-0.116656408,0.268797427,0.9408953,-0.3009697,-0.0328737423,1.026384,-0.245545968,-0.07479061,1.02029538,-0.10358806,0.196900532,0.949588239,-0.208979845,0.148144066,0.974877656,-0.0626143962,0.135067344,0.9478643,-0.2778918,-0.0546392277,1.04024041,-0.190202951,0.07317307,0.9980152,-0.12508449,0.16663675,0.9627776,-0.154738709,0.08258054,0.917241037,-0.108042143,0.0594405,0.9019682,-0.190202951,0.07317307,0.9980152
256,no,unknown,unknown,unknown,yes,unknown,unknown,25,unknown,5,0.0,25,-0.10941699823958256,3,-0.18250731237357362,-0.147111639,0.2040141,0.871415,0.0191997942,0.051735837,0.8773134,-0.116656408,0.268797427,0.9408953,-0.3009697,-0.0328737423,1.026384,-0.245545968,-0.07479061,1.02029538,-0.10358806,0.196900532,0.949588239,-0.208979845,0.148144066,0.974877656,-0.0626143962,0.135067344,0.9478643,-0.2778918,-0.0546392277,1.04024041,-0.190202951,0.07317307,0.9980152,-0.12508449,0.16663675,0.9627776,-0.154738709,0.08258054,0.917241037,-0.108042143,0.0594405,0.9019682,-0.190202951,0.07317307,0.9980152
257,no,unknown,unknown,unknown,yes,unknown,unknown,30,unknown,5,0.0,35,-0.1074603630585949,3,-0.17935261971438954,-0.147491351,0.203976035,0.8715152,0.01974543,0.0532025881,0.8772204,-0.116706379,0.268855065,0.9408591,-0.300773174,-0.0327933468,1.02638054,-0.245378762,-0.07446557,1.02040482,-0.103588626,0.197096273,0.9499469,-0.208360016,0.148567975,0.9743673,-0.06218923,0.136671066,0.94786644,-0.277712226,-0.05446654,1.04030252,-0.190119654,0.07333858,0.998209655,-0.12506333,0.166822657,0.963095248,-0.154748663,0.08232788,0.917403638,-0.107737124,0.0601819754,0.9019214,-0.190119654,0.07333858,0.998209655
